#gene	sample1	sample2	sample3
GSDMD	2455	2866	1166
MROH6	8462	12620	6741
NAPRT	857	763	418
EEF1D	3313	5784	3887
TIGD5	4999	2687	3250
PYCRL	3367	3298	3537
TSTA3	761	350	407
ZNF623	805	714	825
ZNF707	2048	3630	2121
CCDC166	5095	5214	7965
MAPK15	1345	704	1488
FAM83H	962	165	723
FAM83H-AS1	811	679	462
SCRIB	3016	2736	3404
PUF60	5747	6896	5141
NRBP2	2609	3292	4485
EPPK1	10223	10521	4959
PLEC	5200	5364	6434
PARP10	2236	986	1660
GRINA	1736	594	815
SPATC1	561	531	544
OPLAH	2242	2358	2529
EXOSC4	3095	1434	2849
GPAA1	1489	2180	1269
CYC1	3325	11645	4837
SHARPIN	135	550	642
MAF1	2256	1832	1450
WDR97	586	3173	3056
HGH1	2946	2148	2597
MROH1	889	2279	1284
BOP1	1311	1974	1638
SCX	2665	3548	3146
HSF1	268	437	345
DGAT1	1650	864	2842
SCRT1	2091	1243	1498
TMEM249	2838	1753	1700
GS1-393G12.13	5220	5534	7711
SLC52A2	5481	4329	4881
FBXL6	2096	713	2182
ADCK5	6069	4146	3003
CPSF1	4251	4744	3167
SLC39A4	4787	3367	5202
VPS28	2752	1561	1176
TONSL	1543	1261	1244
CYHR1	380	359	449
KIFC2	2466	3292	4404
FOXH1	1082	578	530
PPP1R16A	880	2022	1466
GPT	8387	9782	8297
MFSD3	1746	2400	2138
RECQL4	725	786	1190
LRRC14	3862	1861	1320
LRRC24	260	327	228
C8orf82	8312	4972	7696
ARHGAP39	3176	1449	1754
ZNF251	3403	5574	12141
ZNF34	6167	7732	2694
RPL8	3411	1670	2408
ZNF517	142	126	80
ZNF7	285	213	230
COMMD5	96	250	126
ZNF250	11459	11738	11297
ZNF16	248	347	509
C8orf33	4958	4902	2558
WASH1	7669	9716	6021
FOXD4	1222	2335	2210
CBWD1	687	491	585
C9orf66	1072	992	862
DOCK8	1733	1783	3501
KANK1	3020	3270	2495
DMRT1	1186	656	894
DMRT3	4481	12923	7064
DMRT2	81	44	21
SMARCA2	5834	2879	3856
VLDLR	1000	1350	797
KCNV2	1831	2284	1838
PUM3	4794	3781	5724
RFX3	3486	1491	1146
AL365202.1	3771	1737	1293
GLIS3	1243	943	1650
SLC1A1	9399	2069	8984
SPATA6L	6105	3672	5812
PLPP6	1385	5753	3760
CDC37L1	204	193	113
AK3	3785	2303	1720
RCL1	380	2840	2200
JAK2	797	1281	1101
INSL6	2032	5338	6179
INSL4	2024	1689	3030
RLN2	1475	629	570
RLN1	2453	3604	3271
PLGRKT	749	2662	2460
CD274	7277	4459	3343
PDCD1LG2	1510	1332	1670
RIC1	134	227	95
ERMP1	9287	12036	10802
KIAA2026	1396	468	744
MLANA	1045	1184	875
RANBP6	371	270	424
IL33	347	802	648
TPD52L3	4311	2741	4305
UHRF2	1503	1907	1451
GLDC	583	786	558
RP11-146B14.1	2334	1620	2408
AL513412.1	8251	4856	7155
KDM4C	6620	3492	2269
TMEM261	1174	555	1010
PTPRD	2046	2210	1406
TYRP1	1186	1332	457
LURAP1L	1487	865	1694
MPDZ	5596	2252	2140
NFIB	1270	421	829
ZDHHC21	467	270	735
CER1	25	18	25
FREM1	774	1241	1250
TTC39B	1590	556	852
SNAPC3	4578	5830	6377
PSIP1	947	350	498
CCDC171	4319	3752	5637
C9orf92	4859	2062	2013
BNC2	574	347	373
CNTLN	421	239	327
SH3GL2	4203	11522	4582
ADAMTSL1	1998	1483	2518
SAXO1	3722	2735	1492
RRAGA	2533	6718	3930
HAUS6	495	620	368
PLIN2	1049	425	580
DENND4C	1187	1051	515
RPS6	1136	3939	2603
ACER2	1084	857	546
SLC24A2	2581	4108	3808
MLLT3	298	221	217
FOCAD	3176	1355	2066
HACD4	6149	5269	2510
IFNB1	2055	2789	592
IFNW1	364	346	464
IFNA21	4248	2720	5152
IFNA4	1579	1323	2523
IFNA7	961	572	743
IFNA10	1222	771	839
IFNA16	109	115	50
IFNA17	6657	3503	3276
IFNA14	715	2875	1428
IFNA5	2525	4815	1267
KLHL9	115	113	36
IFNA6	2226	6266	3409
IFNA13	2588	3080	3158
IFNA2	378	879	423
IFNA8	297	454	202
IFNA1	1431	746	1744
IFNE	1903	2351	840
MTAP	1442	1099	1612
RP11-145E5.5	14126	15518	14560
CDKN2A	10030	8966	9559
CDKN2B	1303	1416	1380
DMRTA1	2167	1105	1660
ELAVL2	1057	3894	1148
IZUMO3	1796	1403	966
TUSC1	5463	3528	5059
CAAP1	900	1319	795
PLAA	309	271	547
IFT74	1232	1386	1565
LRRC19	5826	5063	2105
TEK	720	433	452
EQTN	4959	4941	5213
MOB3B	462	198	368
IFNK	1612	2326	1259
C9orf72	4306	598	6442
LINGO2	27543	22991	19826
ACO1	2553	2527	1668
DDX58	2573	3064	1925
TOPORS	6431	1697	7007
TOPORS-AS1	4102	7674	2783
NDUFB6	850	1670	664
GVQW1	8288	13058	12938
TAF1L	7814	927	2908
TMEM215	1987	3780	1277
APTX	693	1140	632
DNAJA1	79	96	112
SMU1	521	517	829
B4GALT1	1577	4161	5361
SPINK4	670	2657	1919
BAG1	3714	2463	3514
CHMP5	7358	17295	2677
NFX1	5433	4162	6905
AQP7	2115	1861	1895
AQP3	272	143	158
NOL6	5380	13925	5891
ANKRD18B	42	49	43
PRSS3	131	201	87
UBE2R2	4881	4827	3444
UBAP2	2960	4789	1916
DCAF12	301	251	298
UBAP1	2129	848	2089
KIF24	17445	14330	19686
NUDT2	6018	4484	6187
KIAA1161	1757	1369	2037
C9orf24	2964	3700	3845
FAM219A	2751	2986	3838
DNAI1	766	1007	1450
ENHO	684	262	613
CNTFR	190	319	319
RPP25L	12664	11192	11211
DCTN3	2902	8736	6739
ARID3C	3782	8888	8739
SIGMAR1	2160	760	1659
GALT	2016	1756	5019
RP11-195F19.29	303	301	218
IL11RA	2634	4144	2084
CCL27	1360	690	1271
RP11-195F19.5	1153	2204	1354
CCL19	2038	1759	2065
CCL21	4852	1649	3248
FAM205A	1346	3468	871
FAM205C	2816	1240	1018
PHF24	1122	801	561
DNAJB5	4375	2782	1898
C9orf131	575	482	886
VCP	4179	2900	5476
FANCG	463	456	306
PIGO	1580	1418	1632
STOML2	684	753	849
FAM214B	1966	2187	1238
UNC13B	1252	1381	1015
RUSC2	6332	6741	1631
FAM166B	1440	3343	2524
TESK1	2447	1041	2435
CD72	117	151	115
SIT1	171	145	282
CCDC107	1927	2733	4837
ARHGEF39	6201	2298	4637
CA9	14230	13564	6497
TPM2	1154	382	573
TLN1	2218	3128	1603
CREB3	608	1295	989
GBA2	2592	2857	1365
RGP1	604	2050	1761
MSMP	536	1596	1715
NPR2	1726	1633	887
SPAG8	1495	1527	2901
HINT2	1158	1141	2421
TMEM8B	3885	1003	2402
FAM221B	8426	7251	6226
OR13J1	510	490	585
HRCT1	12127	5176	5112
LINC00961	1326	1547	2028
OR2S2	6700	12653	9788
RECK	4041	5831	3191
GLIPR2	740	575	384
CCIN	10840	7489	5804
CLTA	3122	4384	4613
GNE	2210	2350	4728
RNF38	694	465	1087
MELK	1962	2842	1457
PAX5	3584	2865	6659
ZCCHC7	9351	4352	7158
GRHPR	3369	3911	2584
ZBTB5	1854	3444	2466
POLR1E	2948	2796	6379
FBXO10	582	536	528
RP11-613M10.8	1086	1537	2296
TOMM5	6222	2089	2116
RP11-613M10.9	98	191	108
FRMPD1	3083	935	2994
TRMT10B	1596	1660	1202
EXOSC3	9518	8970	7459
DCAF10	3163	1621	2141
SLC25A51	1149	1629	1573
SHB	468	1538	1463
ALDH1B1	1338	348	1223
IGFBPL1	11308	7451	3582
RP11-392E22.9	13	13	11
ANKRD18A	87	81	110
RP13-198D9.4	4731	8141	7777
CNTNAP3	10390	8897	4237
SPATA31A1	2275	3454	1803
ANKRD20A2	3849	16885	15430
FOXD4L6	8078	3707	5020
CBWD7	306	437	495
CNTNAP3B	2055	2959	3912
SPATA31A6	221	145	98
FP325317.1	762	831	492
SPATA31A5	1604	2846	1003
SPATA31A7	1280	1942	1008
CH17-296N19.1	380	324	282
ANKRD20A4	394	561	442
FOXD4L5	3406	3533	1805
CBWD5	1723	1072	1546
FOXD4L4	3298	1412	1422
ANKRD20A3	1315	1723	2850
ZNF658	709	985	1059
SPATA31A3	443	499	327
ANKRD20A1	2702	3995	1431
CBWD3	7341	13533	14269
FOXD4L3	673	511	2297
PGM5	9360	10090	5231
TMEM252	4263	6056	4478
PIP5K1B	1743	1448	1593
FAM122A	5189	6840	7235
PRKACG	3372	3382	3048
FXN	876	587	877
TJP2	1332	2715	3290
AL358113.1	562	587	544
FAM189A2	141	290	198
APBA1	1438	1332	1324
PTAR1	1301	421	2089
C9orf135	380	170	433
MAMDC2	2296	1243	2142
SMC5	43	42	25
KLF9	3469	1913	4843
TRPM3	1845	4085	2819
TMEM2	265	340	331
ABHD17B	2008	1912	792
AL138751.1	5556	8104	5699
C9orf85	114	64	78
C9orf57	3735	4392	3397
GDA	276	630	90
ZFAND5	78	284	133
TMC1	422	690	247
ALDH1A1	7795	13059	18571
ANXA1	593	444	463
RORB	1533	676	930
TRPM6	48	34	58
C9orf40	1309	2234	2234
CARNMT1	299	431	502
NMRK1	537	921	532
OSTF1	1762	6561	3587
PCSK5	1277	1253	1053
RFK	475	435	605
GCNT1	704	431	556
PRUNE2	7354	5221	3356
FOXB2	2613	3012	1940
VPS13A	173	202	243
GNA14	8149	6051	12055
GNAQ	6335	5718	7928
CEP78	79	93	135
PSAT1	4187	7111	5004
TLE4	6035	6203	8424
TLE1	2823	2986	3593
SPATA31D4	7518	1363	6446
SPATA31D3	3571	2834	2465
SPATA31D1	422	459	621
RASEF	323	1825	849
FRMD3	6332	3355	2351
IDNK	51	30	57
UBQLN1	1842	2520	3661
GKAP1	173	182	124
KIF27	8509	8642	5248
C9orf64	619	1494	1474
HNRNPK	7018	19734	9758
RMI1	14043	11316	4833
SLC28A3	5898	3378	8792
NTRK2	434	426	521
AGTPBP1	2742	3217	897
NAA35	2487	2424	1231
GOLM1	2311	3598	2092
C9orf153	814	1196	589
ISCA1	21	4	13
ZCCHC6	6376	2005	3371
GAS1	9568	6485	5149
DAPK1	860	1011	972
CTSL	1406	982	1058
SPATA31E1	493	961	302
RP11-350E12.6	3890	2594	5692
CDK20	2715	3745	2678
SPIN1	454	573	500
NXNL2	2209	1208	2852
C9orf47	513	735	815
S1PR3	1600	2600	4525
SHC3	2956	2166	978
CKS2	526	841	1198
SECISBP2	7118	9415	5039
SEMA4D	2724	3490	2918
GADD45G	6540	15352	6100
DIRAS2	9219	10833	11606
SYK	4362	5021	5266
AUH	47	79	54
NFIL3	1905	883	1120
ROR2	2665	1796	1475
SPTLC1	4442	4100	4734
IARS	10122	5992	3923
AL136097.1	2890	1132	3252
NOL8	3337	1077	3026
CENPP	321	313	192
OGN	3253	3496	807
OMD	1819	5438	1536
ASPN	1095	3111	3655
ECM2	3270	5671	4985
IPPK	610	1122	720
BICD2	1358	2214	1219
ZNF484	91	107	151
FGD3	1455	765	688
SUSD3	2112	2710	2495
CARD19	2122	2405	2138
NINJ1	4208	2859	4567
WNK2	922	2321	2559
C9orf129	6042	2297	7472
FAM120AOS	255	580	588
FAM120A	2070	2758	2743
PHF2	4760	5734	5745
BARX1	79	79	34
PTPDC1	4372	4717	3983
ZNF169	4402	4019	7197
NUTM2F	163	766	363
MFSD14B	4818	2925	2672
FBP2	8028	4785	9002
FBP1	2235	2168	2716
C9orf3	951	469	1520
FANCC	679	339	433
PTCH1	13	8	13
ERCC6L2	6081	4476	5654
HSD17B3	1963	1430	2342
SLC35D2	337	411	376
ZNF367	6203	4222	4467
HABP4	1360	1088	846
CDC14B	6733	2123	4540
AAED1	8976	5886	8848
ZNF510	3222	1667	2034
ZNF782	2431	2776	3438
MFSD14C	19357	10709	7882
NUTM2G	1302	3566	2728
CTSV	4548	10776	7188
CCDC180	3044	2233	3499
TDRD7	4490	11172	15684
TMOD1	3311	4302	3259
TSTD2	9159	4880	4089
NCBP1	590	1077	578
XPA	2302	4901	8476
FOXE1	78	116	110
TRMO	1303	1495	1572
HEMGN	4886	5785	5672
ANP32B	765	439	388
NANS	9690	6769	13347
TRIM14	382	206	161
CORO2A	6272	5542	1957
TBC1D2	2747	1636	937
GABBR2	1748	3903	2396
ANKS6	427	227	161
GALNT12	13610	13567	18920
COL15A1	7305	3887	5807
TGFBR1	1440	1031	1094
ALG2	6103	16397	5364
SEC61B	1963	2616	2316
NR4A3	1311	3455	2235
STX17	134	16	152
ERP44	4285	8869	6078
INVS	1104	272	236
TEX10	3631	8855	5490
MSANTD3	1404	2275	1818
MSANTD3-TMEFF1	3539	3729	1187
TMEFF1	21556	7275	11405
MURC	634	902	299
PLPPR1	4560	1753	1285
BAAT	3076	5372	3969
MRPL50	4758	7313	2300
ZNF189	5813	2700	3335
ALDOB	7457	13146	9559
TMEM246	5473	5158	6645
RNF20	1077	427	747
GRIN3A	3812	6806	4349
PPP3R2	3342	5407	5564
CYLC2	3533	4164	2334
SMC2	1447	575	898
OR13F1	6317	3256	4689
OR13C4	346	193	271
OR13C3	55	34	98
OR13C8	3655	10878	7579
OR13C5	5260	7864	3205
OR13C2	979	1739	972
OR13C9	2206	4705	4050
OR13D1	819	825	735
NIPSNAP3A	1378	2077	818
NIPSNAP3B	2791	2796	2265
ABCA1	3917	1590	3077
SLC44A1	404	333	451
FSD1L	1180	617	1792
FKTN	626	1318	1443
TAL2	573	802	405
TMEM38B	4074	836	4498
ZNF462	10107	1626	4562
RAD23B	1097	3752	1098
KLF4	508	987	625
ACTL7B	760	1370	698
ACTL7A	169	354	243
IKBKAP	1520	2706	1648
FAM206A	5877	3821	2530
CTNNAL1	3032	5853	3606
TMEM245	3530	1460	2403
FRRS1L	11331	3043	3341
EPB41L4B	6659	7519	2991
PTPN3	604	326	552
PALM2	535	627	1958
PALM2-AKAP2	1481	496	1606
AKAP2	7735	6960	3792
C9orf152	1786	941	1843
TXN	2929	4471	2988
TXNDC8	2347	2758	4012
SVEP1	100	31	70
MUSK	1640	1650	2443
LPAR1	1910	1150	831
OR2K2	904	998	886
KIAA0368	2267	1281	884
ZNF483	648	960	466
AL135787.1	2817	2594	2169
PTGR1	3011	9836	6846
DNAJC25	718	583	2161
DNAJC25-GNG10	4055	4550	5377
GNG10	4654	2720	1350
C9orf84	3021	1191	1744
UGCG	32146	17836	16103
SUSD1	9756	8542	4062
PTBP3	6205	1477	2046
HSDL2	4559	5807	7473
KIAA1958	9188	6858	4440
INIP	1131	1360	574
SNX30	6486	9678	10279
SLC46A2	824	527	562
ZNF883	1101	938	438
ZFP37	3473	7328	1830
SLC31A2	1514	807	1897
FKBP15	390	220	648
SLC31A1	2702	6587	5344
CDC26	11966	7310	7110
PRPF4	180	299	117
RNF183	551	366	159
WDR31	8435	3155	1948
BSPRY	8937	9069	13025
HDHD3	2214	3264	1492
ALAD	5684	4214	3615
POLE3	7011	11245	7486
C9orf43	2728	5747	2536
RGS3	1106	1497	1368
ZNF618	143	287	236
AMBP	1224	3464	1624
KIF12	158	242	169
COL27A1	2704	4729	1301
ORM1	8327	12735	16202
ORM2	1498	1091	1033
AKNA	277	985	1683
WHRN	1431	1419	1045
ATP6V1G1	2077	708	1114
C9orf91	546	772	460
RP11-402G3.5	1208	1608	669
RP11-402G3.3	344	551	286
TNFSF15	575	434	645
TNFSF8	2471	2278	2197
TNC	2886	860	1060
DEC1	9110	2892	9330
PAPPA	860	2437	1488
ASTN2	1047	1651	2521
TRIM32	5807	3943	7982
TLR4	2697	5991	5229
BRINP1	5230	2948	3767
CDK5RAP2	215	333	217
MEGF9	1193	3813	1475
FBXW2	1772	1963	602
PSMD5	6292	2503	11564
PHF19	8800	6205	10186
TRAF1	2172	1640	1667
C5	5648	3439	1336
CNTRL	2007	1234	1765
RAB14	2887	6750	2879
GSN	1220	458	1026
AL513122.1	539	197	297
AL513122.2	908	556	1052
STOM	3025	2836	2209
DAB2IP	1627	676	1691
TTLL11	1744	2907	1334
NDUFA8	826	1649	1851
MORN5	1178	2221	3740
LHX6	720	1827	1451
RBM18	2839	929	1518
MRRF	805	564	428
PTGS1	5236	2940	8648
OR1J1	1707	2924	1916
OR1J2	1318	2233	630
OR1J4	2462	2497	2710
OR1N1	8534	6736	10224
OR1N2	64	43	92
OR1L8	4847	6687	3787
OR1Q1	371	385	352
OR1L1	218	139	175
OR1L3	3324	3762	3269
OR1L4	5993	15198	5014
OR1L6	292	188	642
OR5C1	2978	2027	2359
PDCL	143	122	278
OR1K1	1626	739	2117
RC3H2	3752	2118	1302
ZBTB6	5221	8634	5445
ZBTB26	4573	5661	3976
RABGAP1	556	867	435
GPR21	6041	4517	3718
STRBP	7842	5161	5240
CRB2	274	216	214
DENND1A	264	204	487
LHX2	857	934	1048
NEK6	521	1093	460
PSMB7	996	578	486
ADGRD2	84	301	132
NR5A1	5412	3044	4383
NR6A1	2331	1260	3840
OLFML2A	796	558	631
WDR38	1261	2211	1361
RPL35	1116	4105	3127
ARPC5L	2393	2758	853
GOLGA1	315	487	752
SCAI	5241	3329	5112
PPP6C	734	633	1083
RABEPK	3796	2498	2480
HSPA5	244	259	306
GAPVD1	224	134	236
MAPKAP1	429	817	2212
PBX3	274	1018	1007
MVB12B	347	474	324
LMX1B	15455	17976	16925
ZBTB43	2340	1147	1022
ZBTB34	64	34	98
RALGPS1	7997	5660	2662
ANGPTL2	1400	2653	1588
GARNL3	4800	4177	3166
SLC2A8	2375	1707	2701
ZNF79	3870	6277	3426
RPL12	9340	6777	10582
LRSAM1	707	1234	1418
FAM129B	1787	1542	2407
STXBP1	1337	762	1032
PTRH1	219	424	348
CFAP157	58	143	172
TTC16	113	155	143
TOR2A	2329	1732	3883
SH2D3C	1934	1849	1744
AL162426.1	3537	2509	5627
CDK9	1163	1400	1004
FPGS	777	693	263
ENG	3671	3529	5634
AK1	2020	1887	4210
ST6GALNAC6	218	275	210
ST6GALNAC4	1690	1954	2445
PIP5KL1	469	265	187
DPM2	1626	581	972
FAM102A	1647	1416	1931
NAIF1	4376	5252	1884
SLC25A25	1986	1401	1911
PTGES2	453	963	688
LCN2	982	900	845
C9orf16	2565	3735	2146
CIZ1	2313	573	2644
DNM1	8858	3337	6369
GOLGA2	161	139	122
SWI5	18286	15526	13287
TRUB2	5102	2379	5453
COQ4	2240	2492	589
SLC27A4	956	999	751
URM1	738	573	1046
CERCAM	8226	3956	7904
ODF2	1139	1917	1098
GLE1	2162	1348	1663
SPTAN1	4044	3166	4847
WDR34	5754	10827	19805
SET	2258	3761	2014
PKN3	1387	1217	411
ZDHHC12	1336	1776	1816
ZER1	7618	4528	8118
TBC1D13	1056	454	672
ENDOG	243	731	484
C9orf114	3521	12687	6492
KYAT1	841	1448	2268
LRRC8A	7758	7113	5468
PHYHD1	4030	5623	7079
RP11-101E3.5	1291	1629	1106
DOLK	768	1171	650
NUP188	7811	3116	7252
SH3GLB2	1238	951	1058
FAM73B	3271	1040	1031
DOLPP1	191	161	308
CRAT	5249	4138	4989
PTPA	21	33	30
IER5L	7350	4627	5786
NTMT1	1888	2859	2711
C9orf50	8461	6534	11279
ASB6	299	280	113
PRRX2	4657	2766	2885
PTGES	521	742	449
TOR1B	434	565	332
TOR1A	7347	3204	8209
C9orf78	5136	8596	3276
USP20	146	359	478
FNBP1	541	265	280
GPR107	5920	8089	7678
NCS1	11	16	27
HMCN2	339	330	382
ASS1	522	657	417
FUBP3	756	1207	1127
PRDM12	2791	1091	2203
EXOSC2	2635	3544	1790
ABL1	2304	2681	3312
QRFP	878	337	1323
FIBCD1	322	482	437
LAMC3	938	1721	1647
AIF1L	9485	10274	6131
NUP214	3053	1830	1577
FAM78A	241	401	150
PLPP7	2324	1970	1283
PRRC2B	370	722	250
POMT1	1295	1713	1385
UCK1	1019	477	665
RP11-40A7.2	9433	13342	7451
RAPGEF1	214	326	630
MED27	66	64	67
NTNG2	924	1478	1809
SETX	2259	2882	1464
TTF1	3748	1959	2484
CFAP77	3347	2721	1245
BARHL1	5256	5162	1617
DDX31	1986	1645	745
GTF3C4	1838	2405	4030
AK8	1675	712	1224
SPACA9	3402	3534	2915
TSC1	99	71	152
GFI1B	1310	980	418
GTF3C5	4544	4751	4144
CEL	8614	7694	2843
RALGDS	6043	3859	11462
GBGT1	1294	2920	1086
OBP2B	1142	664	1531
ABO	488	585	467
SURF6	2244	661	1273
MED22	1459	2116	1055
RPL7A	4822	3174	2529
SURF1	1015	1027	996
SURF2	1477	2098	1791
SURF4	9145	7376	4316
STKLD1	15396	10424	6539
REXO4	4041	4480	5211
ADAMTS13	1767	2030	2113
CACFD1	1754	1406	1691
SLC2A6	1508	1065	1553
TMEM8C	595	387	292
ADAMTSL2	1323	2426	2768
FAM163B	1943	1388	3482
DBH	2608	4307	8176
SARDH	701	321	561
VAV2	1131	4273	3783
LINC00094	548	282	284
BRD3	4038	5755	2893
WDR5	3220	2192	2204
RXRA	4881	7699	2785
COL5A1	2228	1194	832
FCN2	3934	9404	8790
FCN1	1200	2602	6177
OLFM1	17664	7777	4622
PPP1R26	173	311	220
C9orf116	1759	1749	2864
MRPS2	7986	10089	2815
LCN1	662	1724	1363
OBP2A	279	936	1212
PAEP	1174	491	1109
RP11-98L5.5	697	1911	922
GLT6D1	917	1632	992
LCN9	1988	972	2344
SOHLH1	4453	4827	2786
KCNT1	9122	2728	2722
CAMSAP1	1995	1693	1596
UBAC1	697	1221	465
NACC2	4388	7044	7562
C9orf69	3549	2546	2023
LHX3	411	884	1735
QSOX2	600	1641	2579
CR392000.1	2625	2452	1853
CCDC187	1006	884	1394
GPSM1	754	1235	1171
DNLZ	1852	2163	679
CARD9	2434	2958	3850
SNAPC4	5547	4902	4015
SDCCAG3	3335	2505	2598
PMPCA	790	968	1315
INPP5E	522	471	522
SEC16A	496	624	884
NOTCH1	915	1047	736
EGFL7	4370	13498	12474
AGPAT2	2876	3767	2566
FAM69B	1559	2498	1016
RP11-216L13.16	636	615	876
LCN10	1098	1721	1072
LCN6	914	1002	1362
LCN8	3101	5337	6362
LCN15	849	551	1320
TMEM141	2587	2542	1356
RP11-216L13.17	384	350	429
CCDC183	7031	6717	4387
RABL6	639	115	240
C9orf172	402	423	540
PHPT1	308	169	194
MAMDC4	6625	7080	6300
EDF1	5493	6361	4781
TRAF2	488	546	379
FBXW5	3686	1813	1792
C8G	5187	3152	3428
LCN12	944	1891	1182
PTGDS	740	482	614
LCNL1	1499	1987	1590
C9orf142	4760	3610	2583
CLIC3	3410	1785	5962
ABCA2	205	205	317
FUT7	11488	10111	4940
RP11-229P13.27	3783	3042	3046
NPDC1	4117	4091	4332
ENTPD2	2339	2828	1110
SAPCD2	546	701	203
UAP1L1	5347	2068	2751
MAN1B1	630	1287	2182
DPP7	313	291	133
GRIN1	1122	947	793
LRRC26	455	1819	1524
RP11-350O14.18	3214	3087	1570
TMEM210	8612	11264	7123
ANAPC2	929	567	773
SSNA1	587	292	176
TPRN	5665	7386	4824
TMEM203	864	471	854
NDOR1	4926	2558	4547
RNF208	1771	1150	2433
CYSRT1	757	192	244
RNF224	2501	2419	3132
SLC34A3	45	41	30
TUBB4B	24	19	15
FAM166A	909	138	243
STPG3	5944	5310	3759
NELFB	63	53	66
TOR4A	6156	5011	4274
NRARP	184	264	408
EXD3	2213	1869	1863
NOXA1	1127	1774	1649
ENTPD8	1515	2382	2599
NSMF	82	36	5
PNPLA7	898	337	948
MRPL41	1846	1818	2404
DPH7	944	1338	3149
ZMYND19	206	206	267
ARRDC1	67	21	87
EHMT1	6667	3550	12778
CACNA1B	674	775	487
BET1L	914	2367	1765
SCGB1C1	472	100	267
ODF3	2868	2443	3156
RIC8A	4229	3955	2847
SIRT3	6116	5366	4783
PSMD13	372	228	636
NLRP6	3516	2870	4288
ATHL1	1005	1417	1855
IFITM5	2677	3134	1170
IFITM2	370	278	209
IFITM1	1916	2260	2384
IFITM3	7848	3340	3085
B4GALNT4	2192	2739	3495
PKP3	1470	434	774
SIGIRR	933	575	882
ANO9	10829	10574	12066
PTDSS2	5818	2750	3021
RNH1	1016	652	387
HRAS	1770	1320	1613
LRRC56	9969	10334	9926
LMNTD2	1560	2891	1379
RASSF7	110	194	396
PHRF1	154	325	327
IRF7	4609	4933	3157
CDHR5	1517	2061	1264
SCT	309	489	1383
DRD4	453	374	657
DEAF1	1058	1056	1248
EPS8L2	1160	764	1291
TMEM80	1258	2016	2097
TALDO1	495	639	239
PDDC1	1189	1143	781
CEND1	10233	8063	4124
SLC25A22	8512	8570	7319
PANO1	789	322	506
PIDD1	3504	6979	5341
RPLP2	1326	1763	680
PNPLA2	553	176	460
CRACR2B	1945	1029	1433
CD151	72	91	176
POLR2L	2877	2156	1861
TSPAN4	1089	723	948
CHID1	315	220	142
AP2A2	5461	1934	2331
MUC6	2203	2258	3828
MUC5AC	1572	1762	700
MUC5B	16740	5976	3925
TOLLIP	1082	2192	1635
BRSK2	5062	2398	2843
MOB2	467	1833	1053
DUSP8	5350	4440	2746
AP006285.2	60	121	143
KRTAP5-1	2221	3852	2766
KRTAP5-2	2255	3761	1546
KRTAP5-3	231	249	326
KRTAP5-4	2150	1836	1382
KRTAP5-5	437	309	591
KRTAP5-6	1602	760	1084
IFITM10	873	893	1256
RP11-295K3.1	4266	9590	3667
CTSD	6859	6177	3926
SYT8	361	960	893
TNNI2	200	145	240
LSP1	432	1404	578
TNNT3	2186	2327	1837
MRPL23	198	170	210
IGF2	214	88	349
INS-IGF2	2463	3104	3404
INS	6967	3633	2733
TH	3223	4970	6634
ASCL2	3074	712	1272
C11orf21	2903	7602	2247
TSPAN32	1470	2302	2299
CD81	11961	6784	5197
TSSC4	1289	1145	887
TRPM5	12065	5334	8141
KCNQ1	139	217	591
CDKN1C	200	474	609
SLC22A18AS	446	666	636
SLC22A18	559	2034	2063
PHLDA2	804	1305	1486
NAP1L4	374	432	455
CARS	1903	2308	1010
OSBPL5	1156	838	1218
MRGPRG	658	1087	1721
MRGPRE	129	108	152
ZNF195	6910	10756	11559
ART5	8666	5443	3284
ART1	3668	2170	1749
CHRNA10	24262	24961	12781
NUP98	2579	4014	2847
PGAP2	3848	3222	8655
RHOG	4603	4150	6276
STIM1	9028	8453	6413
RRM1	2638	1509	907
TRIM21	9608	6150	8320
OR52K2	3247	3309	1499
OR52K1	3942	5288	4112
OR52M1	708	721	698
C11orf40	8030	2995	5937
OR52I2	608	605	629
OR52I1	317	743	698
TRIM68	3083	5768	6391
OR51D1	425	621	728
OR51E1	4958	11865	10746
OR51E2	5459	16317	3473
MMP26	799	652	430
OR51F2	5347	3997	4131
OR51S1	777	602	1057
OR51H1	5885	6528	16493
OR51T1	611	431	968
OR51A7	2273	1855	3763
OR51G2	7420	11118	4247
OR51A4	2342	1235	1496
OR51A2	571	342	828
OR51L1	964	1030	1088
OR52J3	10764	4460	7406
OR52E2	766	1211	545
OR52A5	3779	7019	11951
OR52A1	560	1653	1479
OR51V1	5678	8248	4797
HBB	2399	2361	1171
HBD	2372	12323	9666
HBG1	8829	8234	7895
HBG2	120	28	154
AC104389.2	797	343	803
AC104389.1	7792	11370	14275
HBE1	2644	2387	1883
OR51B4	1415	1271	875
OR51B5	2860	3311	1605
OR51B6	422	317	139
OR51M1	8655	5790	5544
OR51J1	1986	1985	1395
OR51Q1	1237	1627	2103
OR51I1	889	1839	1576
OR51I2	1655	1359	780
OR52D1	6437	4499	5078
UBQLN3	3507	4854	3189
UBQLNL	6854	6964	2693
OR52H1	1332	740	507
OR52B6	321	789	280
TRIM6	1247	1444	1291
TRIM6-TRIM34	9609	9343	5620
TRIM34	3941	2591	1907
TRIM5	858	456	894
TRIM22	4247	9505	7504
OR56B1	9817	7960	8053
OR52N4	1185	1332	1599
