#gene	sample7	sample8	sample9
LRRC24	231	286	353
C8orf82	7840	16207	15173
ARHGAP39	2563	1141	1960
ZNF251	7070	5608	7527
ZNF34	5120	3990	2481
RPL8	1346	3439	3973
ZNF517	108	58	81
ZNF7	595	338	390
COMMD5	201	147	333
ZNF250	3536	11091	6103
ZNF16	220	221	261
C8orf33	3552	1741	4904
WASH1	5801	3160	7736
FOXD4	4381	1991	2825
CBWD1	1038	657	892
C9orf66	703	1958	1196
DOCK8	1612	1512	973
KANK1	1799	5445	3026
DMRT1	842	864	901
DMRT3	15773	11328	14932
DMRT2	57	38	63
SMARCA2	3334	5871	4475
VLDLR	998	812	1220
KCNV2	3557	2750	1560
PUM3	1716	4700	5067
RFX3	1930	1292	1656
AL365202.1	3281	4683	2644
GLIS3	870	729	919
SLC1A1	5550	6008	14131
SPATA6L	5005	5644	2173
PLPP6	2078	5663	2229
CDC37L1	294	215	125
AK3	783	1296	1244
RCL1	1472	2012	1864
JAK2	1169	1448	1571
INSL6	1896	2764	1841
INSL4	2988	1866	1825
RLN2	868	1476	372
RLN1	4580	2836	3256
PLGRKT	1200	2060	1656
CD274	6934	4560	12053
PDCD1LG2	1786	1889	887
RIC1	190	100	84
ERMP1	3653	13713	12627
KIAA2026	472	1330	892
MLANA	586	659	2644
RANBP6	292	292	272
IL33	215	572	428
TPD52L3	3153	2679	1690
UHRF2	816	2922	1919
GLDC	482	678	482
RP11-146B14.1	1402	1843	1559
AL513412.1	6999	7719	5131
KDM4C	3587	3415	7437
TMEM261	1979	1327	1555
PTPRD	659	2228	1150
TYRP1	872	1161	562
LURAP1L	1304	2685	947
MPDZ	3404	3624	6599
NFIB	547	511	789
ZDHHC21	468	853	445
CER1	16	49	7
FREM1	846	769	508
TTC39B	717	2108	659
SNAPC3	3153	2956	3481
PSIP1	706	815	342
CCDC171	8201	4732	3195
C9orf92	6313	3410	2939
BNC2	570	296	187
CNTLN	595	366	595
SH3GL2	9098	7046	9478
ADAMTSL1	3143	3429	4370
SAXO1	4416	5119	5452
RRAGA	3446	5470	4038
HAUS6	320	341	316
PLIN2	860	584	429
DENND4C	1216	617	1829
RPS6	2434	1893	3756
ACER2	1096	1116	1706
SLC24A2	6068	3670	2705
MLLT3	380	130	334
FOCAD	2443	3071	3427
HACD4	9283	6584	7045
IFNB1	1102	941	994
IFNW1	188	522	475
IFNA21	6473	4043	1287
IFNA4	3636	1626	1404
IFNA7	627	761	900
IFNA10	504	1246	471
IFNA16	70	51	128
IFNA17	5449	5360	4798
IFNA14	1970	1031	1329
IFNA5	2705	776	3163
KLHL9	45	91	68
IFNA6	1233	4312	1212
IFNA13	2329	3199	3186
IFNA2	626	412	721
IFNA8	265	518	181
IFNA1	2182	1677	1408
IFNE	1562	1371	1791
MTAP	1971	1505	1300
RP11-145E5.5	16264	11275	11968
CDKN2A	6262	7881	6588
CDKN2B	2605	1275	1949
DMRTA1	4911	3128	2719
ELAVL2	2779	1923	3888
IZUMO3	1471	661	1830
TUSC1	1078	7731	2442
CAAP1	1014	794	559
PLAA	604	315	135
IFT74	2457	1578	2368
LRRC19	3935	4145	2702
TEK	494	1333	370
EQTN	4102	4878	5137
MOB3B	334	425	290
IFNK	2162	4595	1286
C9orf72	1694	3697	1733
LINGO2	11782	15567	8382
ACO1	1734	1360	1147
DDX58	3913	2698	1257
TOPORS	2655	5379	4023
TOPORS-AS1	6883	7470	7794
NDUFB6	582	1821	404
GVQW1	10805	8763	7156
TAF1L	4172	2591	5796
TMEM215	1355	2588	2839
APTX	501	1172	910
DNAJA1	196	149	122
SMU1	621	330	379
B4GALT1	3037	2674	3181
SPINK4	4842	1741	2750
BAG1	2612	5746	2038
CHMP5	6749	3397	9134
NFX1	3461	4638	5904
AQP7	4890	1930	3794
AQP3	148	220	231
NOL6	2673	6586	2537
ANKRD18B	32	15	28
PRSS3	159	159	391
UBE2R2	3197	2512	3750
UBAP2	2351	1259	2604
DCAF12	155	94	117
UBAP1	3896	1839	2716
KIF24	9028	12234	5080
NUDT2	5504	7161	3553
KIAA1161	2721	4583	6011
C9orf24	2158	4189	3991
FAM219A	3984	3883	1085
DNAI1	738	517	642
ENHO	380	284	514
CNTFR	316	247	222
RPP25L	9111	16618	10338
DCTN3	5506	6422	10794
ARID3C	4818	5423	7129
SIGMAR1	1412	3511	2333
GALT	2356	3944	2776
RP11-195F19.29	270	139	277
IL11RA	2502	3649	4665
CCL27	1169	1194	563
RP11-195F19.5	1490	1135	1382
CCL19	1800	1515	4426
CCL21	8350	3586	5698
FAM205A	1612	1837	1275
FAM205C	2495	1609	918
PHF24	670	865	846
DNAJB5	5318	1740	1312
C9orf131	342	348	296
VCP	3708	5908	2203
FANCG	511	313	276
PIGO	1118	1116	1835
STOML2	811	344	1142
FAM214B	2459	2752	3901
UNC13B	852	1319	922
RUSC2	7231	11041	8268
FAM166B	1327	1060	1153
TESK1	1774	2465	1591
CD72	135	158	101
SIT1	90	168	80
CCDC107	5709	3115	4248
ARHGEF39	6701	1701	6821
CA9	5571	7231	8063
TPM2	749	416	431
TLN1	2518	2998	2378
CREB3	1370	1029	1793
GBA2	1325	1528	1169
RGP1	3968	3450	1709
MSMP	1119	754	1641
NPR2	854	779	1112
SPAG8	2876	2303	1605
HINT2	1295	2626	2821
TMEM8B	2343	3557	1757
FAM221B	8291	9431	6086
OR13J1	1153	523	429
HRCT1	3482	3719	6548
LINC00961	1326	1069	882
OR2S2	10200	10650	11705
RECK	4563	2370	3503
GLIPR2	646	604	996
CCIN	5903	2863	5419
CLTA	2902	3795	2894
GNE	960	2641	1783
RNF38	380	454	237
MELK	7965	3537	4447
PAX5	8653	4099	5155
ZCCHC7	2704	4179	5394
GRHPR	4922	1576	2565
ZBTB5	859	2949	1413
POLR1E	2190	3948	1445
FBXO10	917	339	484
RP11-613M10.8	2551	658	1490
TOMM5	4423	3405	3700
RP11-613M10.9	66	91	72
FRMPD1	6729	7156	646
TRMT10B	2243	2325	2283
EXOSC3	3879	17869	9320
DCAF10	5484	3266	5836
SLC25A51	1371	1466	1000
SHB	736	423	1217
ALDH1B1	869	599	980
IGFBPL1	9211	10852	3698
RP11-392E22.9	21	29	36
ANKRD18A	50	87	112
RP13-198D9.4	4932	7072	4627
CNTNAP3	4298	7636	3019
SPATA31A1	4511	3565	2695
ANKRD20A2	10139	13471	12463
FOXD4L6	5198	5178	8155
CBWD7	161	239	333
CNTNAP3B	2058	2816	3532
SPATA31A6	142	47	142
FP325317.1	631	637	400
SPATA31A5	3021	1235	2308
SPATA31A7	1210	835	602
CH17-296N19.1	262	450	329
ANKRD20A4	786	431	380
FOXD4L5	1332	1606	3135
CBWD5	1239	1303	1811
FOXD4L4	1403	1859	1858
ANKRD20A3	2443	1386	3095
ZNF658	670	1329	793
SPATA31A3	849	397	516
ANKRD20A1	2353	4168	1564
CBWD3	11278	10492	10092
FOXD4L3	1786	564	3477
PGM5	6014	1974	4046
TMEM252	4394	1912	3951
PIP5K1B	1388	2705	2104
FAM122A	1968	5858	3354
PRKACG	2477	2404	1472
FXN	1188	1258	715
TJP2	3126	1910	5150
AL358113.1	293	341	380
FAM189A2	91	95	124
APBA1	1317	1222	1854
PTAR1	1168	421	954
C9orf135	622	221	331
MAMDC2	860	1525	1410
SMC5	29	13	18
KLF9	5338	4437	11517
TRPM3	3180	4677	2443
TMEM2	344	598	203
ABHD17B	696	2064	2015
AL138751.1	9045	12998	7785
C9orf85	108	71	138
C9orf57	4643	1815	4301
GDA	447	512	493
ZFAND5	194	133	131
TMC1	518	205	487
ALDH1A1	10784	8617	8579
ANXA1	171	412	257
RORB	876	555	717
TRPM6	35	47	41
C9orf40	1481	1097	2756
CARNMT1	228	404	292
NMRK1	600	863	620
OSTF1	4695	7290	2194
PCSK5	1659	935	870
RFK	711	244	551
GCNT1	650	505	590
PRUNE2	7660	4029	7540
FOXB2	2270	1829	1408
VPS13A	110	116	98
GNA14	4642	8865	4266
GNAQ	6196	6328	7954
CEP78	48	98	133
PSAT1	11508	3786	7063
TLE4	4076	6360	4679
TLE1	3078	2411	2693
SPATA31D4	3341	4385	4919
SPATA31D3	2953	4004	5407
SPATA31D1	444	935	928
RASEF	1320	1019	1543
FRMD3	3070	6344	2679
IDNK	28	30	46
UBQLN1	3935	3424	3252
GKAP1	130	179	198
KIF27	6985	4984	5178
C9orf64	1047	1884	1789
HNRNPK	10671	10132	24515
RMI1	10468	8471	4548
SLC28A3	6771	2676	6509
NTRK2	520	601	507
AGTPBP1	1789	3086	2746
NAA35	3012	2293	3524
GOLM1	3289	2040	1162
C9orf153	859	659	661
ISCA1	12	7	5
ZCCHC6	3601	4283	2116
GAS1	11763	12657	5209
DAPK1	1577	1154	930
CTSL	1059	1281	782
SPATA31E1	381	238	255
RP11-350E12.6	2250	4491	3177
CDK20	1888	1445	1693
SPIN1	493	314	385
NXNL2	1783	1525	4859
C9orf47	378	806	1048
S1PR3	2598	4747	4400
SHC3	984	1130	1304
CKS2	978	290	423
SECISBP2	5903	2920	5178
SEMA4D	2497	3126	1391
GADD45G	12364	14245	13041
DIRAS2	4513	4141	10379
SYK	4540	11263	7255
AUH	57	88	49
NFIL3	971	860	637
ROR2	2576	3394	2387
SPTLC1	3713	4513	3803
IARS	3963	10534	9193
AL136097.1	3422	1456	3335
NOL8	1428	2493	4960
CENPP	166	392	217
OGN	2651	1047	2615
OMD	2883	3380	2478
ASPN	2700	4399	4931
ECM2	8305	6258	3329
IPPK	1568	1759	1148
BICD2	925	1205	795
ZNF484	186	241	91
FGD3	1337	800	258
SUSD3	1430	1666	1676
CARD19	2240	1905	973
NINJ1	5794	2236	5974
WNK2	2462	4256	2392
C9orf129	6671	4420	3016
FAM120AOS	544	672	735
FAM120A	1688	1301	1136
PHF2	5922	4510	12924
BARX1	78	22	110
PTPDC1	4061	3903	6717
ZNF169	7628	8248	3502
NUTM2F	467	715	801
MFSD14B	3595	3019	3197
FBP2	4905	1312	5601
FBP1	4819	1835	4728
C9orf3	1549	1233	1865
FANCC	563	810	647
PTCH1	6	2	3
ERCC6L2	5455	4852	4613
HSD17B3	2488	1802	1724
SLC35D2	317	292	183
ZNF367	4104	2909	6841
HABP4	330	961	1117
CDC14B	7783	5364	2066
AAED1	10244	7496	5107
ZNF510	3118	3363	2823
ZNF782	1156	3080	446
MFSD14C	9756	6870	6690
NUTM2G	3041	3139	3011
CTSV	17399	12935	13808
CCDC180	3622	5206	2831
TDRD7	4818	7629	12939
TMOD1	4871	3239	1281
TSTD2	6100	9766	5634
NCBP1	714	499	803
XPA	6868	6899	10707
FOXE1	74	109	132
TRMO	4326	1845	2169
HEMGN	3412	8127	5637
ANP32B	564	451	203
NANS	5915	6562	7212
TRIM14	343	421	244
CORO2A	5274	2895	9590
TBC1D2	2925	3026	1214
GABBR2	3644	1857	3899
ANKS6	388	406	242
GALNT12	22671	16171	19764
COL15A1	14704	5244	4596
TGFBR1	963	2443	1236
ALG2	12451	7012	1974
SEC61B	1832	631	2799
NR4A3	2516	1521	3380
STX17	87	173	118
ERP44	11673	5265	9468
INVS	160	268	411
TEX10	6609	14332	1734
MSANTD3	1207	1479	947
MSANTD3-TMEFF1	1567	1260	1606
TMEFF1	19399	14172	25097
MURC	226	522	579
PLPPR1	1468	2483	2290
BAAT	3283	4554	4338
MRPL50	7928	8022	10333
ZNF189	4287	5484	2213
ALDOB	7319	4805	11326
TMEM246	5691	9510	5002
RNF20	415	589	355
GRIN3A	9556	6985	3979
PPP3R2	8325	4967	11268
CYLC2	4941	3793	3632
SMC2	888	1051	1061
OR13F1	3214	3395	3730
OR13C4	220	245	382
OR13C3	78	67	50
OR13C8	3605	15085	7851
OR13C5	5477	9016	4677
OR13C2	633	872	1400
OR13C9	1654	1821	6003
OR13D1	523	642	301
NIPSNAP3A	2110	1705	1828
NIPSNAP3B	7149	2151	1728
ABCA1	3549	2531	2198
SLC44A1	386	330	525
FSD1L	1738	489	2327
FKTN	2278	970	2100
TAL2	280	563	1058
TMEM38B	4551	4212	6362
ZNF462	3985	4196	4654
RAD23B	1373	1349	984
KLF4	954	494	719
ACTL7B	730	482	1010
ACTL7A	643	603	297
IKBKAP	2058	1152	1629
FAM206A	5099	3185	3754
CTNNAL1	1615	3075	5014
TMEM245	1433	2526	1870
FRRS1L	8182	6604	7549
EPB41L4B	1668	3639	5001
PTPN3	1454	1058	625
PALM2	1456	1836	862
PALM2-AKAP2	1253	1452	1197
AKAP2	7547	5627	7761
C9orf152	1148	1463	1248
TXN	4092	6229	7343
TXNDC8	6936	2926	3779
SVEP1	78	59	68
MUSK	2645	765	2327
LPAR1	2348	1916	672
OR2K2	704	856	1213
KIAA0368	694	1294	1068
ZNF483	282	248	1457
AL135787.1	10873	6265	3108
PTGR1	8572	8856	5198
DNAJC25	1182	820	1267
DNAJC25-GNG10	1591	5376	3356
GNG10	3403	4375	2228
C9orf84	2381	1428	2320
UGCG	21552	20340	26599
SUSD1	4757	4549	7514
PTBP3	1653	2959	1751
HSDL2	4752	6742	6096
KIAA1958	7981	12173	8993
INIP	2190	1785	943
SNX30	6690	3738	1996
SLC46A2	231	860	391
ZNF883	564	946	733
ZFP37	5150	6151	4546
SLC31A2	2808	2863	2959
FKBP15	588	375	249
SLC31A1	8330	5935	5897
CDC26	4796	7294	3499
PRPF4	117	170	229
RNF183	752	687	555
WDR31	2323	5702	2371
BSPRY	7985	7409	7320
HDHD3	1833	1082	2395
ALAD	5394	3918	3662
POLE3	5160	7258	7699
C9orf43	5476	2650	5408
RGS3	1430	917	1620
ZNF618	169	231	385
AMBP	2869	2210	3282
KIF12	82	241	78
COL27A1	2594	4457	1763
ORM1	5761	22002	13901
ORM2	916	2854	527
AKNA	936	882	1293
WHRN	850	1941	1395
ATP6V1G1	1814	1366	1793
C9orf91	462	643	1036
RP11-402G3.5	511	2604	1094
RP11-402G3.3	155	509	261
TNFSF15	755	280	375
TNFSF8	2891	1496	1337
TNC	1405	1164	2320
DEC1	8862	8124	5242
PAPPA	2318	1597	2025
ASTN2	1555	2711	1652
TRIM32	2684	4238	6275
TLR4	2711	3526	2625
BRINP1	2304	4433	6599
CDK5RAP2	383	547	466
MEGF9	1844	782	1049
FBXW2	1735	2337	592
PSMD5	2309	6634	3411
PHF19	5041	6407	5157
TRAF1	1604	1237	2092
C5	5736	5441	2459
CNTRL	1391	1390	2614
RAB14	5956	3063	2784
GSN	597	579	582
AL513122.1	394	361	168
AL513122.2	707	498	638
STOM	1890	1895	513
DAB2IP	346	1194	702
TTLL11	1653	2231	1670
NDUFA8	1789	1438	1590
MORN5	416	1603	773
LHX6	1507	621	967
RBM18	3848	1621	2330
MRRF	193	278	644
PTGS1	8333	10846	4169
OR1J1	817	2029	2038
OR1J2	1273	1960	1056
OR1J4	3507	2215	1419
OR1N1	10386	6916	9423
OR1N2	43	5	41
OR1L8	1352	2674	3127
OR1Q1	365	352	312
OR1L1	520	535	257
OR1L3	8990	2007	3137
OR1L4	7203	6915	6884
OR1L6	686	572	292
OR5C1	2249	1620	2668
PDCL	204	138	186
OR1K1	1527	2112	1211
RC3H2	1764	1637	4418
ZBTB6	14990	6276	6084
ZBTB26	4219	5355	3527
RABGAP1	303	267	506
GPR21	4881	6870	7383
STRBP	3932	9550	9493
CRB2	637	448	247
DENND1A	244	382	403
LHX2	1387	373	370
NEK6	494	650	1405
PSMB7	1191	1018	836
ADGRD2	54	224	193
NR5A1	2790	3259	3252
NR6A1	1210	4585	1980
OLFML2A	656	405	612
WDR38	1085	2839	1015
RPL35	1479	3099	4229
ARPC5L	3733	2831	3322
GOLGA1	250	424	234
SCAI	6504	3118	4623
PPP6C	328	646	1503
RABEPK	1111	4545	3451
HSPA5	582	88	299
GAPVD1	166	138	258
MAPKAP1	1721	1639	1512
PBX3	800	477	635
MVB12B	293	337	602
LMX1B	19257	6043	12850
ZBTB43	1447	1102	1066
ZBTB34	140	36	40
RALGPS1	3626	6318	4300
ANGPTL2	1680	1440	1944
GARNL3	4792	6034	2897
SLC2A8	1083	581	2122
ZNF79	2249	3262	7849
RPL12	10111	5539	9136
LRSAM1	1468	1941	716
FAM129B	2286	1644	1142
STXBP1	532	1017	1360
PTRH1	468	379	557
CFAP157	145	44	141
TTC16	64	88	110
TOR2A	3772	3294	1507
SH2D3C	843	1357	1038
AL162426.1	6026	4411	3185
CDK9	1949	626	801
FPGS	503	743	526
ENG	2640	8279	2822
AK1	3449	3200	1858
ST6GALNAC6	207	235	372
ST6GALNAC4	1232	2475	2961
PIP5KL1	304	439	202
DPM2	958	1398	1318
FAM102A	213	2446	920
NAIF1	3542	1975	4843
SLC25A25	1900	1703	1882
PTGES2	858	583	654
LCN2	550	1197	1234
C9orf16	5610	2230	2341
CIZ1	1863	1807	1377
DNM1	5123	5932	4970
GOLGA2	147	171	128
SWI5	16246	19237	20856
TRUB2	3661	2861	7411
COQ4	3862	2296	1576
SLC27A4	857	901	650
URM1	848	899	695
CERCAM	4253	8492	4564
ODF2	1221	832	1109
GLE1	1192	3170	1661
SPTAN1	1964	3468	3266
WDR34	11356	36154	24948
SET	987	4277	7718
PKN3	1181	1342	873
ZDHHC12	2107	2182	1331
ZER1	7262	4807	12892
TBC1D13	857	710	761
ENDOG	480	336	541
C9orf114	14510	6076	9768
KYAT1	4005	1557	2284
LRRC8A	11327	7206	4650
PHYHD1	5732	4791	2649
RP11-101E3.5	673	759	1379
DOLK	873	920	683
NUP188	5517	9751	5733
SH3GLB2	772	449	1659
FAM73B	2753	1009	1484
DOLPP1	345	132	499
CRAT	5334	2495	5872
PTPA	88	69	25
IER5L	8835	10108	6629
NTMT1	2783	2565	2329
C9orf50	7958	3670	8210
ASB6	241	232	113
PRRX2	3772	3506	7421
PTGES	1331	275	728
TOR1B	160	407	410
TOR1A	4551	6413	6514
C9orf78	7103	4744	14666
USP20	331	402	940
FNBP1	360	488	220
GPR107	2939	10532	7552
NCS1	26	11	10
HMCN2	330	328	267
ASS1	580	843	279
FUBP3	1181	1135	1214
PRDM12	5424	3913	2836
EXOSC2	1940	6078	1564
ABL1	1361	2596	2805
QRFP	1215	1621	930
FIBCD1	1203	472	295
LAMC3	887	808	1752
AIF1L	9524	12638	5326
NUP214	1845	3463	2203
FAM78A	278	693	183
PLPP7	2551	1169	899
PRRC2B	192	171	542
POMT1	1629	600	591
UCK1	976	1634	1144
RP11-40A7.2	2857	9522	8669
RAPGEF1	310	314	512
MED27	107	103	23
NTNG2	649	466	1040
SETX	2902	2427	2656
TTF1	1902	936	1451
CFAP77	1980	2952	3524
BARHL1	3001	5464	2725
DDX31	893	1331	1054
GTF3C4	3678	2139	2802
AK8	1193	1761	998
SPACA9	4078	3019	1827
TSC1	173	104	67
GFI1B	1279	1069	728
GTF3C5	4269	3225	5484
CEL	4257	7102	2599
RALGDS	2820	3424	7569
GBGT1	1338	480	1921
OBP2B	1705	3457	2053
ABO	648	634	597
SURF6	1468	1772	1453
MED22	2080	1142	2861
RPL7A	2887	2680	2360
SURF1	238	1808	641
SURF2	1347	2166	896
SURF4	4537	9104	5526
STKLD1	16253	8882	14781
REXO4	4986	1934	11370
ADAMTS13	1043	2925	1991
CACFD1	2373	1904	1214
SLC2A6	1600	1016	1176
TMEM8C	509	535	413
ADAMTSL2	2012	2230	1900
FAM163B	808	744	1843
DBH	5057	2705	3196
SARDH	829	618	894
VAV2	2281	4213	6794
LINC00094	108	301	288
BRD3	3641	6396	7425
WDR5	3150	2174	2918
RXRA	7250	4552	2727
COL5A1	1553	1971	3236
FCN2	5242	5674	4047
FCN1	2545	2091	1729
OLFM1	9930	6942	6981
PPP1R26	204	278	318
C9orf116	1149	3314	2561
MRPS2	8505	5839	8624
LCN1	1683	1540	2421
OBP2A	604	1102	957
PAEP	940	1065	833
RP11-98L5.5	798	1956	1173
GLT6D1	1733	1758	1156
LCN9	1594	2092	3671
SOHLH1	5297	3622	2357
KCNT1	3488	2701	7439
CAMSAP1	537	1521	3455
UBAC1	1299	761	1191
NACC2	10460	4221	13050
C9orf69	1625	2508	1970
LHX3	1435	2225	925
QSOX2	1464	1933	1842
CR392000.1	1247	1252	2824
CCDC187	935	655	1330
GPSM1	1076	1208	509
DNLZ	1792	1672	1854
CARD9	2479	2001	1399
SNAPC4	3306	4299	2367
SDCCAG3	3346	2918	1771
PMPCA	908	813	1103
INPP5E	679	414	895
SEC16A	1015	1622	1411
NOTCH1	1185	1207	482
EGFL7	5930	4265	8666
AGPAT2	2751	1691	2595
FAM69B	2091	1847	1911
RP11-216L13.16	992	1062	724
LCN10	800	606	1791
LCN6	674	1300	538
LCN8	4760	3179	5651
LCN15	1972	1378	1498
TMEM141	1553	3411	2914
RP11-216L13.17	307	189	349
CCDC183	3039	5345	2074
RABL6	312	179	207
C9orf172	446	248	314
PHPT1	205	82	141
MAMDC4	6392	5145	4332
EDF1	6616	2314	4151
TRAF2	269	340	388
FBXW5	2517	733	2202
C8G	3047	4014	3735
LCN12	1338	1856	1052
PTGDS	826	711	498
LCNL1	1529	899	2567
C9orf142	2229	1826	2445
CLIC3	7674	6536	4346
ABCA2	96	508	368
FUT7	7939	5898	6500
RP11-229P13.27	2106	3410	3056
NPDC1	11336	8035	8966
ENTPD2	2600	2059	3618
SAPCD2	438	670	627
UAP1L1	3012	2058	2052
MAN1B1	1311	793	603
DPP7	393	156	341
GRIN1	712	1055	668
LRRC26	1661	2341	1100
RP11-350O14.18	3353	2963	1719
TMEM210	5804	5121	4689
ANAPC2	369	456	640
SSNA1	399	743	236
TPRN	3621	6228	4833
TMEM203	486	850	634
NDOR1	2422	5445	3054
RNF208	1065	1799	1703
CYSRT1	351	1011	752
RNF224	1627	1551	1222
SLC34A3	60	29	49
TUBB4B	30	39	30
FAM166A	515	309	236
STPG3	4742	2537	4886
NELFB	143	76	118
TOR4A	7995	3522	5473
NRARP	219	645	435
EXD3	1041	2780	1338
NOXA1	2119	4189	799
ENTPD8	2127	1254	3510
NSMF	22	34	45
PNPLA7	1231	966	1042
MRPL41	2196	2406	1835
DPH7	602	1742	2741
ZMYND19	196	224	240
ARRDC1	35	78	83
EHMT1	7548	6210	4372
CACNA1B	395	920	520
BET1L	2667	2389	4057
SCGB1C1	317	732	274
ODF3	2520	1601	2464
RIC8A	4067	3779	3087
SIRT3	3961	9336	8911
PSMD13	249	317	714
NLRP6	4059	3271	2489
ATHL1	1101	1267	1382
IFITM5	1262	2362	4151
IFITM2	177	217	121
IFITM1	2757	2691	2466
IFITM3	5431	1993	4846
B4GALNT4	2691	1443	2222
PKP3	1015	1125	386
SIGIRR	659	1062	645
ANO9	8566	2919	3618
PTDSS2	2295	3968	4433
RNH1	913	863	1117
HRAS	772	1543	1208
LRRC56	6739	8672	4015
LMNTD2	1517	1928	1616
RASSF7	327	233	313
PHRF1	103	166	326
IRF7	7769	3482	5454
CDHR5	1609	1678	1731
SCT	615	1005	2179
DRD4	497	324	535
DEAF1	650	739	708
EPS8L2	1288	1447	803
TMEM80	2306	1381	670
TALDO1	640	364	359
PDDC1	2886	1367	1376
CEND1	7301	4667	13675
SLC25A22	3097	4980	7135
PANO1	578	456	851
PIDD1	9320	8811	7608
RPLP2	1334	2649	2663
PNPLA2	585	1045	306
CRACR2B	1555	958	2855
CD151	137	233	129
POLR2L	2530	4735	2843
TSPAN4	508	493	287
CHID1	184	502	369
AP2A2	1869	1684	2573
MUC6	3067	2935	2468
MUC5AC	2050	1303	863
MUC5B	5748	7932	5204
TOLLIP	565	2314	2481
BRSK2	2975	3541	3066
MOB2	1156	578	1469
DUSP8	6749	7320	4120
AP006285.2	41	425	156
KRTAP5-1	3312	3099	1690
KRTAP5-2	3499	1911	2436
KRTAP5-3	352	134	174
KRTAP5-4	1043	2389	1111
KRTAP5-5	895	476	416
KRTAP5-6	775	1633	1507
IFITM10	1021	1165	740
RP11-295K3.1	4354	6968	7378
CTSD	5601	4418	9792
SYT8	682	1343	1010
TNNI2	381	165	218
LSP1	549	593	586
TNNT3	1807	1570	3025
MRPL23	324	187	337
IGF2	149	533	456
INS-IGF2	2079	2714	3785
INS	3200	2729	3313
TH	4598	3162	5454
ASCL2	2919	959	2600
C11orf21	4461	4157	2191
TSPAN32	1901	1466	2384
CD81	6365	9421	4299
TSSC4	2106	1122	1523
TRPM5	10105	9365	8167
KCNQ1	423	176	275
CDKN1C	178	890	449
SLC22A18AS	583	758	717
SLC22A18	1644	815	2068
PHLDA2	839	1215	2268
NAP1L4	195	421	636
CARS	2199	1790	902
OSBPL5	484	891	1123
MRGPRG	2037	1367	1464
MRGPRE	288	72	203
ZNF195	6128	10346	16718
ART5	2997	3025	3174
ART1	4812	1938	3187
CHRNA10	19031	14110	22601
NUP98	1356	2330	1941
PGAP2	2044	4057	5042
RHOG	12321	6557	4101
STIM1	5801	10593	5701
RRM1	727	1054	1068
TRIM21	9518	21542	9593
OR52K2	1801	1380	958
OR52K1	2257	5129	4398
OR52M1	1506	254	295
C11orf40	5189	3446	4941
OR52I2	449	669	542
OR52I1	759	689	458
TRIM68	3968	3167	4918
OR51D1	168	512	346
OR51E1	11075	14773	12819
OR51E2	11759	3684	9781
MMP26	615	796	552
OR51F2	4500	4948	6213
OR51S1	1050	369	268
OR51H1	8759	8280	10604
OR51T1	442	574	461
OR51A7	4466	3025	1608
OR51G2	5225	3101	7682
OR51A4	1409	2006	1465
OR51A2	657	348	433
OR51L1	1070	1846	1791
OR52J3	4591	5199	5067
OR52E2	1667	595	974
OR52A5	8739	9564	3703
OR52A1	1244	1565	907
OR51V1	3838	8138	9791
HBB	783	2126	1614
HBD	3156	10648	3704
HBG1	3679	3504	7739
HBG2	135	156	41
AC104389.2	900	775	454
AC104389.1	6558	16628	8463
HBE1	2231	2883	1821
OR51B4	479	899	1246
OR51B5	1663	2392	1884
OR51B6	484	303	293
OR51M1	5865	3906	6354
OR51J1	2138	5912	4098
OR51Q1	2091	1569	1840
OR51I1	624	1340	1666
OR51I2	936	659	1300
OR52D1	4073	4953	5098
UBQLN3	4666	2600	4309
UBQLNL	2905	814	6532
OR52H1	1484	1369	907
OR52B6	551	748	606
TRIM6	1684	1208	1393
TRIM6-TRIM34	6556	8772	4390
TRIM34	1408	3689	3269
TRIM5	976	746	1189
TRIM22	7978	9155	9093
OR56B1	8217	13233	5779
OR52N4	877	1615	1507
OR52N5	1867	1800	1761
OR52N1	358	459	462
OR52N2	18938	8364	8938
OR52E6	1016	1323	1565
OR52E8	3261	5622	3675
OR52E4	2779	3876	1396
OR52E5	1651	3146	2979
OR56A3	4751	5232	2588
OR56A5	1103	538	1016
OR52L1	3327	3238	1899
OR56A4	2404	969	1768
OR56A1	595	265	1023
OR56B4	95	160	129
OR52B2	213	316	213
OR52W1	2237	4179	4010
C11orf42	1167	716	909
FAM160A2	579	360	944
CNGA4	2172	4072	2456
CCKBR	10461	14825	13880
PRKCDBP	1005	2314	1886
SMPD1	795	2482	2055
APBB1	732	608	917
HPX	440	255	206
TRIM3	3245	2895	2099
ARFIP2	262	448	520
TIMM10B	4804	8185	8112
DNHD1	1958	1094	1078
RRP8	2118	2360	1488
ILK	14817	34174	12409
TAF10	9656	18424	16574
TPP1	214	253	262
DCHS1	351	559	310
MRPL17	629	840	789
OR2AG2	303	120	201
OR2AG1	4341	8851	4047
OR6A2	517	291	289
OR10A5	4594	4670	5629
OR10A2	266	69	139
OR10A4	2336	2079	2018
OR2D2	7837	12756	7240
OR2D3	41	57	53
ZNF215	1874	1348	829
ZNF214	154	393	566
NLRP14	1041	1438	3009
RBMXL2	3732	9182	7912
SYT9	165	639	1383
OLFML1	134	49	105
PPFIBP2	4998	8648	5579
CYB5R2	6832	4663	5652
OVCH2	1989	2319	676
OR5P2	859	363	511
OR5P3	364	683	697
OR10A3	8443	19508	12825
NLRP10	13122	23522	20822
