"logFC" "logCPM" "PValue" "FDR"
"KAAG1" -0.492986907370529 5.98319213661784 0.292568265202369 0.736050605409276
"OGFRL1" -0.513982308681273 2.2122132231302 0.292815446125406 0.736579957470553
"TAPBP" -0.500010059513723 5.11149044861148 0.292979255279532 0.736672078909248
"CTD-3214H19.16" -0.500317681407382 4.43033996433792 0.292994068528373 0.736672078909248
"TMPRSS2" -0.526856796938333 2.75533665747635 0.293017298454518 0.736672078909248
"OR4K17" -0.501977074240081 6.38192059863311 0.293037109883811 0.736672078909248
"CFI" -1.0573167051034 -3.67490962453267 0.293110128671143 0.736672078909248
"EPHB2" -0.513163411083854 3.29427560010615 0.293122062989103 0.736672078909248
"NAPEPLD" -0.496909643927239 3.82466678608389 0.293134248321633 0.736672078909248
"OR8U1" -0.495808160319351 5.08424800759923 0.293146280314793 0.736672078909248
"SERPINB2" -0.501424537508568 3.21682161912701 0.293227055336312 0.736772245346816
"LRRC37A" -0.511262271897816 2.51714209405768 0.293277913687372 0.736772245346816
"SPC24" -0.502459691125514 2.57288824414129 0.293344431103546 0.736772245346816
"HIST1H2BG" -0.528668331389762 0.155710826132875 0.293353966773749 0.736772245346816
"LAMTOR5" -0.549691292804346 -0.226954933581999 0.293385547833917 0.736772245346816
"NDUFS7" -0.508134909540275 2.12548948517615 0.293406829470898 0.736772245346816
"TMEM30B" -0.520717908477306 5.42774323098565 0.293482065945846 0.736868797062076
"PREPL" -0.497252325095628 3.41702679948615 0.293578441695266 0.736947294634054
"POM121L2" -0.504200495919515 2.99273533992315 0.293605712636475 0.736947294634054
"PAQR5" -0.516369557650016 1.35738533875206 0.293623701186879 0.736947294634054
"KLHL5" -0.49736181151085 5.54489025895931 0.293700774653797 0.736957648324481
"MYO3A" -0.509791441903341 4.90375554150182 0.29370140814609 0.736957648324481
"PTCHD1" -0.50703926665878 6.37102629325047 0.29382898528068 0.736985573242648
"IPCEF1" 0.497969216418429 3.65744819155794 0.293841627705189 0.736985573242648
"HMX2" -0.492899011621126 6.61752969176773 0.293874214563608 0.736985573242648
"TSPAN19" -0.504733226612517 4.60365598806618 0.293888578188175 0.736985573242648
"INTS1" -0.499554923295923 5.64229376999591 0.294015654708929 0.736985573242648
"NPIPB5" -0.512558818421987 2.20418191218564 0.294023404371016 0.736985573242648
"GATAD2A" 0.514245531445887 1.42984471941647 0.294031483357028 0.736985573242648
"FABP1" -0.501352173237547 4.54969049228899 0.29407175723519 0.736985573242648
"RP1-20N18.10" 0.497522107558244 5.79755423044305 0.294146810958891 0.736985573242648
"AL356053.1" -0.496440112328356 5.15542023554386 0.294147814694991 0.736985573242648
"KRAS" -0.508187724714138 1.34365492133738 0.294160230654624 0.736985573242648
"OR2B2" -0.493427534357913 4.85414864732952 0.294166123245703 0.736985573242648
"P2RY2" -0.49757269318018 6.45209440304759 0.294203404601818 0.736985573242648
"NSDHL" -0.511581534872907 3.79513825233837 0.294249561756615 0.736985573242648
"KRTAP4-5" -0.504101275624864 1.96841180348117 0.29426442088736 0.736985573242648
"OR2T4" 0.497243228973802 4.26653968641955 0.294384059297739 0.737017271116445
"AC017028.1" -0.522554705579522 0.551238255190952 0.294398071620851 0.737017271116445
"SFXN2" -0.498506561467234 3.88157832307753 0.294409790518663 0.737017271116445
"GPRIN2" -0.504451298461201 3.8976261837353 0.294424252582187 0.737017271116445
"TBC1D3G" -0.490597372168678 6.40101902124642 0.294547341249725 0.737164539092854
"TMEM55B" 0.510403313557229 6.89924895529121 0.294556685682153 0.737164539092854
"ANKRD36" -0.5588287294517 -0.756300758224341 0.294644314918635 0.737291726687718
"C1orf189" -0.503515485168614 2.30510292085825 0.294690881632657 0.737316144139865
"PATE4" -0.507426974754415 6.43099776720786 0.294741031349895 0.737349519042055
"TMEM129" -0.508372307090939 6.26715318259216 0.294879817829436 0.737604557287181
"CTLA4" -0.494868693666443 7.06728264298504 0.294955465414438 0.737604557287181
"CSNK1G2" -0.49396265312008 5.96891687446696 0.294985786223608 0.737604557287181
"AL592183.1" -0.500971350050822 4.68819569659043 0.295050473454228 0.737604557287181
"SOSTDC1" -0.500272666891907 5.01261547139857 0.295085330903092 0.737604557287181
"AC005281.1" -0.530414978470317 5.22120456947654 0.295136502148458 0.737604557287181
"CD164L2" -0.502517974603326 3.76109911315693 0.295234005203034 0.737604557287181
"EMB" -0.494080206913143 6.03894909732647 0.295254633704073 0.737604557287181
"GPRC6A" -0.495076419641685 5.47782581652574 0.295301840643424 0.737604557287181
"SLC26A4" -0.499122068520049 4.44108452090414 0.295312387845752 0.737604557287181
"CHST4" -0.506121546320811 6.89086838877556 0.295335287438127 0.737604557287181
"C14orf28" -0.509887282776807 4.52184110173135 0.295369855196866 0.737604557287181
"LHX4" -0.51046343764671 4.05057312882626 0.295377510317522 0.737604557287181
"MRPL45" -0.498793498783673 6.60277664762822 0.295405753222239 0.737604557287181
"EPGN" -0.501692962073099 4.65883439031713 0.295421276944388 0.737604557287181
"DYNLT1" -0.490919484304753 5.20926844893327 0.295459301624551 0.737604557287181
"ALKBH2" 0.504811509840589 3.65249319694503 0.295468971477827 0.737604557287181
"IFI35" -0.513067734914918 4.32029167568857 0.295776346586445 0.738279875199139
"PLEKHA4" -0.506382443895778 4.22432930764438 0.295877427688968 0.738440163722617
"GCM2" -0.501969023101095 4.35357545058085 0.29606331170504 0.738733137976379
"FAM50B" -0.509097134568932 0.950857226873764 0.296068575292016 0.738733137976379
"DNASE1L2" -0.4909025679105 7.41167813248766 0.296149506720541 0.738824697247079
"PTCD3" -0.48950524941307 6.00463598409271 0.296179038435128 0.738824697247079
"VPS13D" -0.498044138098463 5.62896964156411 0.296230998529909 0.738826011682294
"SPACA9" -0.489231350270367 5.54962243465326 0.296363647332043 0.738826011682294
"CAAP1" -0.493545277807974 3.84220846467098 0.296366819604012 0.738826011682294
"ARHGAP11B" -0.49843946895807 6.0061503915811 0.296409042280478 0.738826011682294
"CDK5R2" -0.50030723852403 5.81532718529686 0.296432162354505 0.738826011682294
"NFYA" -0.499164942039108 3.55280995681422 0.296457581289611 0.738826011682294
"CDNF" -0.497218288334052 5.96421326592184 0.296484975323238 0.738826011682294
"TBX18" 0.498606788338171 6.59529204901303 0.296523697623557 0.738826011682294
"IDO1" 0.491903676751758 4.13722471697369 0.296529062994586 0.738826011682294
"TYMP" -0.506234056440206 6.06012885756613 0.296571036926208 0.738826011682294
"FAM167A" -0.511638831117931 5.7998259566947 0.296585290796132 0.738826011682294
"GPR179" -0.496431032971284 6.26347841365364 0.296685011279789 0.738936404489408
"PRDM4" -0.512359786377379 4.78473798111948 0.296715168120917 0.738936404489408
"ADCY10" 0.502320287148867 4.10939373384763 0.296749619770985 0.738936404489408
"CACNA1A" -0.502967778147133 6.48819565290918 0.296777164101507 0.738936404489408
"SPATA6" -0.502295397966741 4.45738538706295 0.297006844393409 0.739404996920039
"SLC16A5" -0.492068515976962 7.92338075857285 0.297061140696845 0.739404996920039
"IRAK1BP1" -0.500402581164335 4.55007268703227 0.297076102801282 0.739404996920039
"CFHR1" -0.503719615148789 5.70490884579186 0.297221564964311 0.739496897871596
"OBSL1" -0.495691793262586 4.3694310887294 0.297272858345982 0.739496897871596
"CACNG6" 0.503109408758448 3.81967551839827 0.29732470147017 0.739496897871596
"PRAMEF5" -0.514409632072537 2.84612963949025 0.297342325508774 0.739496897871596
"C22orf46" -0.502391339449851 4.39425104705586 0.297345169293996 0.739496897871596
"FUT3" -0.488874511900855 6.13865478772282 0.297356104648314 0.739496897871596
"HMCN2" -0.496132556400196 2.32651273347433 0.297371449870486 0.739496897871596
"RMDN1" -0.501315542081367 2.60523109505857 0.297423395532848 0.739534264637348
"HBB" -0.499209462897861 4.81448344282685 0.297535428172443 0.739567403546347
"MAGEB16" -0.496708944166007 4.75727422228457 0.297543846809411 0.739567403546347
"ZNF773" -0.493163744308973 4.09412785570121 0.297624470274255 0.739567403546347
"FNDC3A" -0.502326036113794 1.21959628744919 0.297710232590979 0.739567403546347
"MFSD14B" -0.49109497045987 5.62848190707732 0.297719180073713 0.739567403546347
"HSD17B7" -0.498964078588869 6.47309276896264 0.29772568642892 0.739567403546347
"CFAP73" 0.518658912905862 6.85060356209603 0.297765901535301 0.739567403546347
"TDRKH" -0.489331537202359 5.24477972733007 0.297771474940516 0.739567403546347
"HECTD1" 0.496905151661186 5.71038034516849 0.297786320580823 0.739567403546347
"KIAA1644" -0.489503728190056 5.58258805617088 0.297805934651532 0.739567403546347
"JCHAIN" -0.499190449199354 5.6475299983144 0.297974811589096 0.739692260283873
"UTF1" -0.494374266184786 5.58671394814365 0.297990746607851 0.739692260283873
"UBE2F-SCLY" 0.499335440740167 4.79300260485142 0.298030656144578 0.739692260283873
"RRAGD" -0.492347840671677 6.77243893600407 0.298043075699678 0.739692260283873
"SPSB2" -0.487008709729549 6.14558474800818 0.298111358413512 0.739692260283873
"RP11-190A12.7" -0.491672675387594 6.50833384771761 0.298169617365527 0.739692260283873
"C7orf50" -0.499173367704796 4.4496935173614 0.298179568116998 0.739692260283873
"REEP6" -0.495268956441691 6.20783213542253 0.298182032903798 0.739692260283873
"PELI2" -0.495989874937719 7.42189498229409 0.298188557824985 0.739692260283873
"CC2D1A" -0.488671983324052 5.28789520995558 0.298288762993741 0.739849208955873
"NOC3L" -0.492926860536384 3.79344402997288 0.298494210603896 0.740232316269144
"DCP2" -0.501601453208183 6.21804841379578 0.298540406535844 0.740232316269144
"NUSAP1" -0.49795399252856 2.60070779978605 0.298554085324667 0.740232316269144
"CUL5" -0.492213443050846 4.83747947536305 0.298714586805016 0.740538600036049
"PCDHB4" -0.525219136659205 0.144241575944172 0.298762818204471 0.74056651546266
"PGLYRP2" -0.507991446478812 1.74015156952094 0.298802920510192 0.740574276260783
"ADAM8" -0.493549320531138 6.89594736082412 0.298879446533362 0.740672299085707
"APOLD1" -0.486471866910515 5.21980239914462 0.298988871202702 0.740843478736142
"DUSP26" 0.493272743927314 5.55589146288158 0.299034301227513 0.740843478736142
"DBR1" -0.49618291133093 3.65256586540511 0.29907954707062 0.740843478736142
"NR1H2" 0.505982483587506 4.93301854088275 0.299096461112235 0.740843478736142
"MFSD10" -0.489235711804605 4.06529455658052 0.299164653571309 0.74092076850728
"SYCE1L" -0.50989971476344 0.69968151087559 0.299259322651994 0.741063603911743
"XRCC1" -0.495649213599109 4.77679526358888 0.299408606955224 0.741300539508237
"EPHA2" -0.497149439483295 6.68895732396935 0.299429018279724 0.741300539508237
"MAML2" 0.490995634547565 3.68899308973034 0.299489440813344 0.741358500856661
"CDH26" -0.502938527897049 2.34316573933073 0.299547650790879 0.741410971579401
"RBM12" -0.50637278489667 5.28294668094519 0.299584854593327 0.741411443335673
"ENTPD2" -0.494268841289762 4.89865767884779 0.29962796646977 0.741426534447926
"XXbac-BPG116M5.17" 0.490277503092853 6.38106461345786 0.299707969206313 0.741491017382965
"CCDC170" -0.507399958297156 3.86932973333711 0.299846077073871 0.741491017382965
"ZNF418" -0.496327577424512 2.74861259505465 0.299878472969023 0.741491017382965
"zucchini" 0.499500248473289 3.62277699858065 0.299888474628615 0.741491017382965
"USP17L10" -0.510065636545265 3.01007337745194 0.299902199698205 0.741491017382965
"BAZ1A" -0.494340641408358 5.14248660752482 0.299937021956648 0.741491017382965
"CCR1" -0.506529589483605 3.43150964417837 0.299987290658527 0.741491017382965
"NOXO1" 0.492698973258411 6.13460716197726 0.299987480482244 0.741491017382965
"NKAIN4" -0.495126825126218 4.13813208157953 0.300005792901636 0.741491017382965
"CLEC12B" -0.504481512811527 4.60505569640656 0.300154553665989 0.741491017382965
"NFATC2" -0.537421199010652 4.70857673166805 0.300173275717149 0.741491017382965
"TOX4" -0.50983454979681 4.0843165274319 0.300179347164018 0.741491017382965
"CEP19" -0.497976677511739 4.44396271355569 0.300220151646344 0.741491017382965
"HGSNAT" -0.488935176482401 5.83555625005694 0.300227792157391 0.741491017382965
"C1orf27" -0.495214976265593 4.8588559891918 0.300239241900756 0.741491017382965
"MC4R" -0.497734708405055 2.89267629764927 0.300246304697453 0.741491017382965
"ERCC3" -0.497015806690356 6.25905718856315 0.300283317508393 0.741491017382965
"SPATC1L" -0.492879312146933 5.90820872487501 0.300346463666405 0.741555529853538
"ZFP64" -0.510987905492552 3.9113172239524 0.300498531426671 0.741839546833577
"RNF2" 0.491872518460832 4.89371294925841 0.300654053961427 0.742095228091792
"BOD1L1" -0.485158190930977 6.63355351888113 0.300676195456691 0.742095228091792
"ANO3" -0.506614503794394 0.840543813806475 0.300757632060906 0.742185746948053
"SYT13" -0.504099208729321 2.80899820331381 0.300799165302649 0.742185746948053
"HOOK2" -0.487126706879852 6.16428172941958 0.300824794342028 0.742185746948053
"OR5T1" -0.490430248821944 4.17982170702747 0.300861078589096 0.742185746948053
"SEPSECS" -0.489360634984884 5.38483022131982 0.300913061225569 0.74222257473333
"AC007163.1" 0.514966927636432 1.81043927545679 0.300961475480939 0.74225059287844
"NKTR" 0.48986659299441 6.12611269197873 0.301018544954972 0.742299947555466
"RBM27" -0.486633542815062 7.00784423986687 0.301105928140636 0.742373509694661
"SHB" -0.49759252517487 4.04298296477098 0.301147172606931 0.742373509694661
"KRTAP10-4" -0.483321460462027 5.57586828840755 0.301275273729428 0.742373509694661
"AC016734.1" -0.486387131958262 4.32375377947501 0.301341094640016 0.742373509694661
"CD276" 0.484961565326929 6.79712071071574 0.301341484364233 0.742373509694661
"RIT2" 0.490611501903015 5.80154250404745 0.301360190021767 0.742373509694661
"ZNF549" -0.493686469675376 3.47855825420158 0.301363592782755 0.742373509694661
"DSCR3" -0.511209428046341 1.41333052743972 0.301377403599257 0.742373509694661
"AARD" -0.486476767877218 6.47962890072539 0.301398757313908 0.742373509694661
"GPR31" -0.492484882762514 5.58538487199029 0.301418988285491 0.742373509694661
"XYLT2" -0.506337684145578 4.97253165050889 0.301543516786706 0.742588908870728
"TNIP1" -0.494822496778964 3.56684138773266 0.301637674634757 0.742631144154641
"MOK" -0.487057841595442 6.8943116733158 0.301644843243059 0.742631144154641
"ZBTB49" 0.497996718039569 3.31775274960874 0.301701596118592 0.742631144154641
"GNPNAT1" -0.491794099124124 4.95806831820667 0.301756484036098 0.742631144154641
"S100PBP" 0.538959108197383 0.121992658355279 0.301786661332109 0.742631144154641
"BEST4" -0.492140985467307 5.8419528028671 0.30182170982172 0.742631144154641
"MRPS7" -0.485535593177732 6.62189116295064 0.301873741872651 0.742631144154641
"GLB1L3" 0.497957912386356 2.75708919080596 0.301932048070017 0.742631144154641
"UPB1" -0.504638987280612 6.97972220677895 0.301949616284118 0.742631144154641
"ZNF707" -0.490696417611512 5.21316411862263 0.301949817921822 0.742631144154641
"RAD21L1" -0.491030345292097 3.26385737899254 0.301968482309398 0.742631144154641
"MEX3B" -0.486916440166882 6.5623510393668 0.302039117533737 0.742683846415872
"TAS2R7" -0.49465397390234 5.13458605024804 0.302104597051717 0.742683846415872
"TMEM151B" -0.48189303226027 5.28333391824671 0.302116418574975 0.742683846415872
"RP11-668G10.2" -0.491521334893952 6.03625339182229 0.302138218982724 0.742683846415872
"KAT6B" -0.48641721736849 5.21402713025236 0.30218598712993 0.742710123705475
"FRA10AC1" -0.486063473702165 5.66384421229044 0.302294356062099 0.742885320363135
"WNT8A" -0.495401173771957 5.90782031019183 0.302390364804231 0.743030102722466
"PKMYT1" -0.493972837721104 4.98143810778995 0.302470375404192 0.743055081481223
"PHF6" -0.497869741370045 3.82896140501611 0.302474720902496 0.743055081481223
"SLC25A42" -0.487803096428534 4.27466633523387 0.302567704581138 0.743107117375278
"TSPEAR" -0.487209850866044 4.95251596198495 0.302570098812479 0.743107117375278
"PABPC3" -0.48250205560812 6.6435899693884 0.302638803971476 0.743184734872211
"NOL12" -0.495363312093108 6.29450655241973 0.302784353879531 0.743372431498536
"HSPB8" 0.489443308048434 5.31828743888511 0.302875372851857 0.743372431498536
"AMY1C" -0.495159377382364 4.73877221450902 0.302875386460983 0.743372431498536
"KIAA0922" -0.495523700774006 4.87752128790905 0.302889053828108 0.743372431498536
"TRIO" -0.513764185610036 3.76685630574883 0.302900793065302 0.743372431498536
"BIRC6" -0.488052814432445 7.57338905590397 0.303013774084028 0.743514763399603
"GALR3" -0.505136739405461 4.7150328779692 0.303033025230611 0.743514763399603
"CCDC14" -0.492346038629397 5.83133884362632 0.303086396698687 0.743537789517636
"GPR137B" -0.496941598592528 3.87173583976969 0.303139068267561 0.743537789517636
"TMEM50B" 0.509038558377729 1.16981455600852 0.303153768009113 0.743537789517636
"FGF16" 0.49119135650212 6.04527052504321 0.303283978103657 0.743609742539497
"SLC6A20" -0.48091045687454 6.15992940965581 0.303304218430354 0.743609742539497
"C12orf43" -0.481029333685928 5.63181728872068 0.303308534589026 0.743609742539497
"ELAVL2" -0.500945872612736 4.85595089301269 0.303331596340184 0.743609742539497
"PIWIL1" -0.507337471930691 2.81534188502205 0.303429629802206 0.743628294166054
"RING1" -0.495654481291933 3.18797951693354 0.303445932102754 0.743628294166054
"TAF10" 0.48994445631089 7.88912994551685 0.303450535495648 0.743628294166054
"RP11-119J18.1" -0.499540929063867 5.23587208962811 0.303510732423153 0.743632383665614
"MTSS1L" -0.488239366524539 3.44451020331979 0.303526452441219 0.743632383665614
"HBEGF" -0.4913609720851 3.61113508672332 0.303703257714057 0.743974557327904
"NBAS" -0.484320003199486 5.90125008380641 0.303744814006261 0.743985371650699
"OLIG1" -0.490251810411974 5.17288056125688 0.303869520761837 0.744145292844818
"MCM3AP" -0.495004757934448 6.46392620756821 0.303884403947412 0.744145292844818
"CT45A5" -0.494882628107586 3.15526159101873 0.303972751863746 0.744270650602944
"ZNF720" -0.487397274852694 5.2031741294439 0.304074586945203 0.744428996712216
"PPP1R17" -0.487337309938886 4.26739428677448 0.304258335150068 0.74478781759636
"OR9K2" -0.488009022879094 7.78336244897718 0.304364448499512 0.744898471572853
"PIGX" -0.499078451449161 2.96894071436968 0.304377913724917 0.744898471572853
"HYAL3" -0.502179994405879 2.68590102161367 0.304427325529756 0.74492838476503
"CCDC94" 0.481544069517326 5.74340260048066 0.30469997399453 0.745480715557043
"PAPSS1" 0.490494663057949 6.30484575116898 0.304740726044786 0.745480715557043
"PLEKHB2" -0.495756241344132 6.20138755097724 0.304843591907654 0.745480715557043
"DYNC1H1" -0.489862694185 5.69292081621719 0.304908763501969 0.745480715557043
"OR51E1" 0.491740314931558 7.52484201028233 0.304968954747327 0.745480715557043
"SRRM2" 0.489820424678159 4.91809956237119 0.305006988449845 0.745480715557043
"OR2T6" -0.504419702512452 1.57050949273899 0.30500827307235 0.745480715557043
"DHRS2" 0.483527436595 4.39195701357557 0.305019266856179 0.745480715557043
"WDR5B" -0.509892212209729 2.56201923130939 0.305020440414606 0.745480715557043
"ODC1" -0.479939419741174 6.15788047716543 0.305025208162624 0.745480715557043
"LY75-CD302" -0.486533437777603 5.76657572734644 0.30508229441329 0.745486213563134
"SHH" -0.501077274658302 1.12379659386483 0.305128986236535 0.745486213563134
"ULBP2" -0.489265167454593 5.44565108962086 0.305151252899909 0.745486213563134
"TNK2" -0.497328637821171 4.71070242630502 0.305186774889789 0.745486213563134
"OAZ2" -0.488091564021476 4.98276292824803 0.305213540883194 0.745486213563134
"POTEB3" 0.47900395079936 5.46732995600874 0.305257861836239 0.745503563818789
"PRICKLE1" -0.509160481059685 4.78553459197351 0.305309852248867 0.745539637985744
"GSPT2" -0.483856857425687 4.9780045548815 0.305419532723656 0.745716560213013
"CDRT4" -0.506808762025844 4.62755653615237 0.305483458899278 0.745781738599809
"GABRA5" 0.48366875269651 5.33912808722495 0.305563231223007 0.745838550334543
"MRPL40" -0.489485719131127 3.04415231459915 0.305581198272457 0.745838550334543
"PRORY" -0.489199670387918 2.37799870011784 0.305672610881818 0.745970768588413
"ST3GAL1" 0.498566959507665 0.805317179850695 0.305782989947545 0.746149235185682
"OR5K2" 0.490290994761636 6.7346521528213 0.305888393656669 0.746261559180204
"FAM71C" -0.488045477679435 5.55205531701465 0.305903532645832 0.746261559180204
"CTD-3105H18.16" -0.48841238181687 3.74259744506521 0.305957566042064 0.746284128984884
"LIM2" 0.484738805712691 4.54895345055469 0.305987297256894 0.746284128984884
"RAN" -0.477737833934243 5.08465779185051 0.306026790317013 0.746289583252992
"P2RY12" -0.486708301725858 3.88630276899751 0.306080926513604 0.746330741204383
"PDGFRA" -0.490424520323535 5.60286172720689 0.306186340230563 0.746479715210902
"PIK3R4" 0.489712939802903 3.39869941955979 0.30624345877605 0.746479715210902
"FCER2" -0.47856529460829 5.59286898949376 0.306253821556747 0.746479715210902
"CCDC116" 0.488828805254433 2.45930435557464 0.306353037290503 0.746630695944284
"OR4D11" -0.489274108298551 6.16856444189045 0.306432465866318 0.746733421382996
"BRI3" -0.485481374299735 4.54048457819367 0.306485285434322 0.746771287256404
"PRTG" -0.484411891198001 6.86293135215371 0.306559782544481 0.746795122925163
"ALOX15B" -0.49000885844937 4.14998937373904 0.306569631861296 0.746795122925163
"STS" -0.495721578012283 1.03825291958024 0.306658195233328 0.746878810108081
"ZNF432" -0.623040867988129 -2.17725532294731 0.306678558890668 0.746878810108081
"PAK5" -0.510692520434357 1.08288622905547 0.30677603474228 0.747000393259322
"MAPKAP1" 0.503080563665355 4.5367264260602 0.306803067013351 0.747000393259322
"ABCG2" -0.491359782404384 4.85682243864415 0.306885773182782 0.747075206703151
"TRIM38" -0.496207773335483 7.00054620214052 0.306908385800021 0.747075206703151
"GATA3" -0.479833250909326 5.63606661439884 0.306998958754428 0.747204877619678
"TRMT13" -0.631891527932259 -2.27444832779514 0.307064383227819 0.747273315567542
"WDR82" -0.492292267100772 5.65493745472877 0.307103523832503 0.747277780112835
"DAZL" -0.48780045241803 5.81212774973931 0.307230249206413 0.7473979639711
"IL1RN" -0.504335893770517 0.929775174297308 0.307254974279887 0.7473979639711
"DNAH17" 0.493314125472411 5.86389595776187 0.307264851145824 0.7473979639711
"C12orf4" -0.482676958097194 6.85037100031435 0.307311585727478 0.747409485679148
"HIST2H2AC" -0.485330757622962 6.91927256936976 0.30734421314658 0.747409485679148
"TMEM229B" -0.482255111581821 4.9849082267689 0.307416658471449 0.747485097555017
"FCN3" -0.48319966870158 5.11064488387989 0.307449938533063 0.747485097555017
"POMZP3" 0.484425481225394 4.7791480038963 0.307576129178441 0.747701146064728
"HIF3A" -0.494396511420369 1.24917061898628 0.307666746304797 0.747830675310203
"C2orf68" -0.479788453039395 5.22619068548351 0.307780850211158 0.747883557046437
"FEZF1" -0.485534148199106 6.14156006647317 0.307790671868296 0.747883557046437
"GCGR" 0.489595831359466 5.98262737418937 0.307833202823616 0.747883557046437
"SLC39A6" -0.512637577324505 0.472496868760157 0.307854447639055 0.747883557046437
"ADAM12" 0.512896976632211 0.221359879695111 0.307875184034992 0.747883557046437
"RBP1" 0.484457414380943 5.59601929527553 0.308010865590668 0.748105647280585
"PRKAG2" -0.483771432303402 4.63056453211493 0.30810560537345 0.748105647280585
"DDIT4L" -0.494936975655765 4.58999309397988 0.308235036619766 0.748105647280585
"ZNF471" -0.490877222354666 4.84335148945568 0.308260803124837 0.748105647280585
"MTERF1" 0.489308773808125 4.83394189259438 0.308276493859638 0.748105647280585
"OR7C2" -0.495140406797157 5.58645650243118 0.308316739836329 0.748105647280585
"ANXA1" -0.486886337368109 2.8405058850493 0.308325715536517 0.748105647280585
"ATP11B" -0.486194913771765 4.23931282194069 0.30848793806311 0.748105647280585
"C16orf54" 0.480053803431068 5.26981452324278 0.308520206640591 0.748105647280585
"ESYT3" -0.480116230377277 7.42580805839331 0.308562581961909 0.748105647280585
"ACP1" -0.499319353294775 1.39842014408302 0.30857463204259 0.748105647280585
"TFPI" -0.502301306039399 3.41174943837829 0.308586955779038 0.748105647280585
"SEPW1" -0.516276019844854 6.19020323681035 0.308592511365304 0.748105647280585
"ERH" -0.489947700440487 4.65591511714402 0.308612153612177 0.748105647280585
"ATP6V0A1" -0.481798782389079 5.83462560012749 0.30863556911325 0.748105647280585
"RSU1" -0.478505192463322 4.18524713884448 0.308647752202751 0.748105647280585
"FZR1" -0.490864036512609 4.42305497699824 0.308655419704435 0.748105647280585
"CSTF3" -0.49078922336567 4.5060282044788 0.308706461617234 0.748105647280585
"POU5F1" -0.481585353670805 4.40215168965847 0.308708229316018 0.748105647280585
"MCM10" -0.496520180068047 6.50803264607551 0.308808745344816 0.748105647280585
"ELF4" -0.481280903228173 6.58135634361884 0.308845400495752 0.748105647280585
"FAM69A" -0.492792552382396 1.7455790432983 0.308889711492278 0.748105647280585
"MSGN1" -0.493543497244071 3.70836914222811 0.308892913847918 0.748105647280585
"ZCCHC5" -0.482519311384092 3.69855955896137 0.30892843452031 0.748105647280585
"COL21A1" -0.490425039933585 4.74382985898012 0.308944922801645 0.748105647280585
"MED19" 0.476257130322163 5.83491773584544 0.309004303795125 0.748105647280585
"IFITM10" -0.488276259372176 3.84707516564973 0.309005746368584 0.748105647280585
"CRISPLD2" -0.513725526211082 0.092405765106217 0.309044126194895 0.748105647280585
"GNPDA2" 0.476867727718105 5.12262731227494 0.309049684551287 0.748105647280585
"TRIM50" -0.493350433168755 6.88399543572305 0.309137601676462 0.748228044850315
"CEP192" -0.492345669083445 2.56890851606825 0.309293207712557 0.748514225406576
"ELOVL4" -0.478559409450877 5.04801699631189 0.309391967890656 0.748662781930144
"ALG1" -0.489857086079346 3.80415193326704 0.309547273126009 0.748762088801721
"ABCB1" 0.483012497794017 6.29993853952276 0.309598461987548 0.748762088801721
"COL15A1" -0.477760948163727 6.34002710277549 0.309646953425779 0.748762088801721
"EPN3" -0.494836323839088 3.85599051879273 0.30967301603339 0.748762088801721
"CDK5" -0.475362306738782 6.53573585628446 0.309675460983925 0.748762088801721
"GXYLT1" -0.493263246366925 4.5961392508599 0.309683670482939 0.748762088801721
"ZNF142" 0.476687890757496 6.66607539383616 0.309694668549861 0.748762088801721
"FCHSD1" -0.483048164016918 2.70720806895791 0.309831733249538 0.748993275871636
"PTRHD1" -0.477535422455813 4.99279583071158 0.309865072994271 0.748993275871636
"SIGLEC11" -0.484047793292045 2.38161317317152 0.30991547237972 0.749009011432007
"KRT5" -0.483682895607924 6.22678402783321 0.309946367917723 0.749009011432007
"CTNNA3" -0.489735254973861 3.54698631699169 0.310131744043744 0.749366582019329
"RPS6KA3" -0.499262960785865 2.36721079534556 0.310217273809987 0.74939630072119
"ZWINT" -0.47302602054603 5.45390919899819 0.310218867035101 0.74939630072119
"RAG2" -0.475268123716739 5.3466632274083 0.310290342817273 0.749478579159868
"FBXL18" -0.482137590225132 4.18185898869157 0.310350509570235 0.74953352510265
"SRY" -0.478869711144718 5.01353998555328 0.310428788430518 0.749617021098167
"BCL9" 0.485203292014464 6.26708189859185 0.310519776336459 0.749617021098167
"SET" -0.47798181993249 5.26109115634722 0.310589753285033 0.749617021098167
"SAMD1" 0.47782668496773 6.68097802946111 0.310609133378726 0.749617021098167
"OR6J1" -0.485242629612642 3.71814749674207 0.310612484658598 0.749617021098167
"DISP2" -0.480519466018675 3.97099436154705 0.31062478270457 0.749617021098167
"FAHD1" 0.478858019038261 4.84469528359718 0.310681876678366 0.749617021098167
"ZNF529" -0.486529226389223 6.60949954724691 0.310684464537816 0.749617021098167
"IL1R1" -0.477019768799435 5.62552207563528 0.310800460029584 0.74980657772523
"GINS2" 0.525538786340815 -0.698158870208041 0.310899682769579 0.749876166775203
"CXXC5" -0.480362531892907 4.01880805149712 0.310904176779395 0.749876166775203
"NANOGNB" -0.480450399319168 6.73784640134108 0.311035847822437 0.750044922742125
"KCNJ3" -0.483680306558778 1.97636794455622 0.311049032660318 0.750044922742125
"RNASE2" -0.480929465102723 3.95033555330904 0.311223496998929 0.750374551360852
