#gene	sample4	sample5	sample6
NDUFS8	3264	1941	1186
TCIRG1	979	911	675
CHKA	3877	6124	2839
KMT5B	1703	1140	1085
C11orf24	8590	5731	6103
LRP5	521	1020	1065
PPP6R3	600	765	1033
GAL	1784	1068	1693
TESMIN	4585	1570	4585
CPT1A	196	91	32
MRPL21	1822	641	765
IGHMBP2	3773	6426	5627
MRGPRD	1328	775	814
MRGPRF	129	289	82
TPCN2	456	404	988
MYEOV	209	275	272
CCND1	2856	2078	1472
ORAOV1	1028	395	681
AP001888.1	5622	5430	8240
FGF19	3835	3163	3632
FGF4	4	5	2
FGF3	3035	4072	5972
ANO1	926	1293	626
FADD	1450	1043	1054
PPFIA1	5024	1809	2688
CTTN	1511	1496	1916
SHANK2	1067	712	576
DHCR7	7139	5282	6451
NADSYN1	1497	1875	1930
KRTAP5-7	445	756	243
KRTAP5-8	7680	6432	15903
KRTAP5-9	739	1356	2389
KRTAP5-10	351	328	249
KRTAP5-11	8845	3339	4060
FAM86C1	2488	4642	2551
DEFB108B	2496	1967	2340
RP11-849H4.2	967	1431	1095
CTD-2313N18.7	1925	2457	5971
RNF121	6350	4742	2560
IL18BP	1377	1620	970
NUMA1	273	672	1140
LRTOMT	4817	7999	5757
LAMTOR1	4739	3530	4122
ANAPC15	2595	3278	1645
FOLR3	516	1167	668
FOLR1	810	209	990
FOLR2	6971	4553	8138
INPPL1	9393	10510	5788
PHOX2A	664	620	655
CLPB	6160	2810	3673
PDE2A	1970	1894	3622
ARAP1	1670	5509	5671
STARD10	323	147	120
ATG16L2	2358	1912	2201
FCHSD2	841	914	588
P2RY2	4473	3300	5090
P2RY6	1574	1598	1708
ARHGEF17	2572	3350	5208
RELT	3646	1963	3713
FAM168A	4560	3611	2707
PLEKHB1	3086	3189	1662
RAB6A	199	398	252
MRPL48	5444	2185	1557
COA4	1263	4131	1239
PAAF1	1424	645	597
DNAJB13	5452	10114	7549
UCP2	728	485	1088
UCP3	3213	5471	2611
C2CD3	1336	2538	2595
PPME1	2780	1837	838
P4HA3	2941	1507	1274
PGM2L1	940	1132	558
KCNE3	3524	4790	2350
LIPT2	1872	3835	1657
POLD3	3087	1912	3292
CHRDL2	220	217	108
RNF169	792	925	503
XRRA1	2203	4444	3598
SPCS2	1058	2580	2091
NEU3	2722	1065	1541
OR2AT4	1342	1461	1659
SLCO2B1	2760	3702	4288
TPBGL	290	1531	935
ARRB1	2408	1156	1758
RPS3	1131	700	1453
KLHL35	206	697	482
GDPD5	6723	6406	4789
SERPINH1	2924	2807	4630
MAP6	1150	714	1542
MOGAT2	896	872	2292
DGAT2	338	451	240
UVRAG	6857	2285	1932
WNT11	1590	1555	1275
THAP12	268	300	203
RP11-111M22.2	4479	4616	2352
EMSY	36	20	17
LRRC32	69	270	337
TSKU	1447	2340	1111
ACER3	775	1666	960
B3GNT6	101	82	119
CAPN5	3401	3618	3744
OMP	4292	3497	3940
MYO7A	1930	2545	3889
GDPD4	575	741	1422
PAK1	1468	940	1340
CLNS1A	839	1138	945
AQP11	1648	3566	3284
RSF1	2997	3154	1867
AAMDC	201	429	500
INTS4	574	1392	1680
KCTD14	3020	3157	2906
NDUFC2-KCTD14	1265	1982	1653
THRSP	1025	1351	266
NDUFC2	3403	3430	6425
ALG8	246	678	1165
KCTD21	917	1347	470
USP35	749	2321	4202
GAB2	2224	4067	1466
NARS2	2184	2221	1592
TENM4	1028	1102	1355
FAM181B	223	334	300
PRCP	38	69	34
DDIAS	8903	8804	19904
RAB30	5014	2288	3173
PCF11	765	831	379
ANKRD42	5114	2973	3826
CCDC90B	2677	673	973
DLG2	863	1373	2322
TMEM126B	1192	3505	3062
TMEM126A	2047	2331	2483
CREBZF	2211	1910	3472
CCDC89	555	818	713
SYTL2	166	339	170
CCDC83	2995	1660	4080
PICALM	1117	609	1633
EED	3188	5584	4207
HIKESHI	181	203	139
CCDC81	178	138	172
ME3	2233	968	3701
PRSS23	1191	1247	1390
FZD4	1231	1686	1024
TMEM135	2871	7089	1614
RAB38	298	337	352
CTSC	3002	2013	2964
GRM5	822	961	1173
TYR	6370	5153	4431
NOX4	6475	3798	5412
TRIM77	13773	11758	13205
TRIM49	8552	11265	18245
TRIM64B	187	337	532
TRIM49D1	552	689	791
TRIM49D2	1952	4197	2852
TRIM64	9405	5904	8829
TRIM49C	850	703	845
UBTFL1	2	0	1
NAALAD2	11415	32157	24108
CHORDC1	4411	3724	4734
FAT3	1599	1149	1897
MTNR1B	6306	1823	6843
SLC36A4	858	1217	769
CCDC67	23	20	15
SMCO4	3448	1053	1863
CEP295	9163	6912	11021
TAF1D	57	80	108
C11orf54	3413	1251	1210
MED17	13911	14079	5850
VSTM5	148	327	464
HEPHL1	355	718	1492
PANX1	5480	16123	10081
IZUMO1R	2415	1701	3781
GPR83	978	1485	2200
MRE11A	2299	2410	2003
ANKRD49	505	747	945
C11orf97	2759	8584	3902
FUT4	571	1057	971
PIWIL4	3188	2468	3636
AMOTL1	76	387	255
CWC15	1608	2072	1489
KDM4D	426	355	683
KDM4E	9567	10182	9935
SRSF8	1157	798	784
ENDOD1	887	503	2396
SESN3	2375	1590	2448
FAM76B	865	1407	2203
CEP57	1038	729	352
MTMR2	2086	3049	2952
MAML2	974	1084	598
CCDC82	1893	513	1582
JRKL	3981	7001	8916
CNTN5	112	68	144
ARHGAP42	733	1034	1280
TMEM133	591	258	633
PGR	97	50	88
TRPC6	3615	2987	4269
ANGPTL5	430	910	676
CEP126	3684	5481	5360
C11orf70	8676	4397	9623
YAP1	6785	3680	4075
BIRC3	1892	1692	1203
BIRC2	1790	3211	4375
TMEM123	754	3926	1501
MMP7	1365	1205	1414
MMP20	153	222	553
MMP27	8446	4140	7380
MMP8	1869	1595	3454
MMP10	2567	1946	2520
MMP1	1050	817	1310
MMP3	903	205	345
MMP12	3588	3936	3839
MMP13	882	2483	804
DCUN1D5	1324	465	511
DYNC2H1	3994	6415	6827
PDGFD	11994	16917	11402
DDI1	2487	5952	4769
CASP4	4248	2113	4130
CASP5	154	347	406
CASP1	4674	11808	13348
CARD16	1142	1326	1686
CARD17	5574	2268	3020
CARD18	8661	2357	3918
GRIA4	1879	1745	2611
MSANTD4	6413	2463	3340
KBTBD3	447	203	435
AASDHPPT	3571	5733	2513
GUCY1A2	917	569	1447
CWF19L2	4025	2134	1948
ALKBH8	18	15	14
ELMOD1	606	870	202
SLN	208	210	185
SLC35F2	234	222	614
RAB39A	296	718	720
CUL5	1861	1118	1219
ACAT1	685	1147	1034
NPAT	1219	3797	1612
ATM	6340	6830	4076
C11orf65	849	3795	2868
KDELC2	8324	12792	3240
EXPH5	848	267	470
DDX10	99	140	213
C11orf87	4562	4474	4087
ZC3H12C	1921	1429	978
RDX	977	1145	1255
FDX1	665	757	415
ARHGAP20	1214	689	2469
C11orf53	5539	2461	2808
COLCA2	1953	2789	2531
POU2AF1	2878	4947	2733
BTG4	1818	2706	2039
C11orf88	1902	3345	7883
LAYN	1331	1550	3873
SIK2	769	893	779
PPP2R1B	415	1049	327
ALG9	14	22	25
RP11-108O10.8	2239	3692	2430
FDXACB1	8448	7073	7859
C11orf1	423	710	698
CRYAB	1365	2871	2810
HSPB2	2840	5735	6630
HSPB2-C11orf52	3828	3915	2990
C11orf52	1275	2453	838
DIXDC1	10224	6819	14266
DLAT	5504	3060	5201
PIH1D2	958	862	655
C11orf57	2761	7547	3724
TIMM8B	964	3020	2274
SDHD	2277	3455	1481
AP002884.2	381	678	648
IL18	467	499	730
TEX12	86	58	89
BCO2	546	816	1081
PTS	5641	3308	5934
PLET1	1068	553	828
NCAM1	33	109	58
TTC12	64	335	217
ANKK1	1250	3006	1300
DRD2	16951	4767	12798
TMPRSS5	216	345	277
ZW10	10285	3279	3832
CLDN25	2277	1845	1537
USP28	1850	1374	1159
HTR3B	1800	958	2208
HTR3A	1841	1629	1092
ZBTB16	1927	1375	1948
NNMT	4912	7297	4031
C11orf71	1809	2373	6654
RBM7	1247	1620	714
RP11-212D19.4	3878	2059	2389
REXO2	731	502	823
NXPE1	201	334	752
NXPE4	2239	573	1091
NXPE2	1345	1120	1196
CADM1	7065	21652	6938
BUD13	1217	1469	1491
ZPR1	11662	9192	10570
APOA5	2526	3711	5162
APOA4	3701	4844	8046
APOC3	1898	1172	2402
APOA1	13978	18962	15028
SIK3	7278	4880	4386
PAFAH1B2	458	881	1449
SIDT2	13480	3004	10665
TAGLN	1785	2531	2267
PCSK7	1617	465	2122
RNF214	8751	12278	12124
BACE1	4267	2168	7227
CEP164	5875	4044	3343
DSCAML1	1040	2612	1619
FXYD2	807	3198	3241
FXYD6-FXYD2	5289	2807	4534
FXYD6	198	373	358
TMPRSS13	2146	1687	3175
IL10RA	8728	5770	6588
TMPRSS4-AS1	2261	2809	3232
AP002962.1	1175	877	1802
TMPRSS4	743	967	1282
SCN4B	3427	2600	2484
SCN2B	435	602	485
JAML	4840	4783	4386
MPZL3	2502	2111	4705
MPZL2	8668	17943	6760
CD3E	123	789	548
CD3D	1168	2276	729
CD3G	83	85	125
UBE4A	1003	1789	1256
ATP5L	251	80	131
KMT2A	2950	3800	8245
TTC36	6625	7613	7948
TMEM25	8542	2805	3605
IFT46	3643	4043	2911
ARCN1	2838	3169	2947
PHLDB1	6425	12806	5705
TREH	572	500	467
DDX6	1159	1644	558
CXCR5	1793	4069	1254
BCL9L	1721	3235	1261
UPK2	721	791	632
FOXR1	159	151	206
CCDC84	1675	1887	4476
RPS25	3238	4144	3573
TRAPPC4	2292	2407	1736
SLC37A4	2960	3362	3545
HYOU1	233	322	78
VPS11	62	115	58
HMBS	548	577	561
H2AFX	634	1252	1121
DPAGT1	51	35	41
C2CD2L	1347	3384	2054
HINFP	1038	778	250
ABCG4	1038	645	744
NLRX1	2526	1788	2099
PDZD3	336	155	199
CCDC153	0	0	0
CBL	2228	4968	4573
MCAM	1927	1812	2356
RNF26	692	319	142
C1QTNF5	767	553	347
MFRP	20	7	17
USP2	221	279	174
THY1	3271	1924	6240
NECTIN1	4895	5952	12269
TRIM29	1308	1684	1975
OAF	490	343	329
POU2F3	130	107	90
TMEM136	2014	1700	2447
ARHGEF12	3281	3090	3015
GRIK4	6030	3897	7454
TBCEL	37	39	10
TECTA	1915	1046	944
SC5D	3476	2264	3760
SORL1	7088	5876	5851
BLID	6618	12201	10039
UBASH3B	423	848	641
CRTAM	2996	1466	2103
C11orf63	251	399	206
BSX	873	602	643
HSPA8	3276	3387	5415
CLMP	786	787	557
GRAMD1B	1269	1783	1531
SCN3B	6668	9451	3306
ZNF202	3174	3918	5249
OR6X1	4555	5088	3810
OR6M1	1789	1818	1921
TMEM225	511	610	354
OR8D4	102	177	514
OR4D5	561	521	249
OR6T1	1769	2323	2585
OR10S1	144	226	79
OR10G6	2695	6444	4075
OR10G4	168	102	83
OR10G9	2164	2599	3799
OR10G8	442	262	383
OR10G7	1682	1978	1665
VWA5A	1355	2659	1262
OR10D3	1998	1520	2259
OR8G1	2889	4654	2746
OR8G5	594	271	119
OR8D1	164	299	250
OR8B2	1215	1564	1936
OR8B3	1103	1436	3741
OR8B4	3852	5438	6963
OR8B8	4527	3175	11511
OR8B12	5414	4189	4064
OR8A1	1622	1645	1221
PANX3	9950	6197	6382
TBRG1	2978	1458	1980
SIAE	2978	3797	2351
SPA17	359	424	965
NRGN	3565	4639	4357
VSIG2	3444	5476	3274
ESAM	8097	4765	14659
MSANTD2	5157	6346	1608
AP000866.1	937	930	1496
ROBO3	1106	2664	2177
ROBO4	975	767	681
HEPACAM	58	44	66
HEPN1	946	2409	2022
CCDC15	2290	1600	3664
SLC37A2	1967	715	737
TMEM218	7817	8359	8842
PKNOX2	3693	4098	1531
FEZ1	761	1367	1592
EI24	1536	1254	1254
STT3A	1730	794	1024
CHEK1	16186	7197	7840
ACRV1	13	14	12
PATE1	749	723	651
PATE2	2038	898	829
PATE3	366	298	308
PATE4	2452	2157	8073
HYLS1	2974	1345	3537
PUS3	1070	1307	1021
DDX25	497	260	192
CDON	1160	1111	1798
RPUSD4	1191	1670	1706
FAM118B	820	746	1371
SRPRA	1009	1012	280
FOXRED1	3292	2686	4577
TIRAP	292	382	556
DCPS	1830	4616	2408
ST3GAL4	8540	12996	14799
KIRREL3	3869	5317	1538
ETS1	927	1759	1173
FLI1	1588	1241	6138
KCNJ1	3156	2637	3800
KCNJ5	1700	762	893
C11orf45	7762	4136	4510
TP53AIP1	74	66	61
ARHGAP32	1325	1524	713
BARX2	1519	750	3034
TMEM45B	3861	3572	5866
NFRKB	467	514	459
PRDM10	1559	2490	3603
APLP2	1743	2029	3861
ST14	3471	1415	2857
ZBTB44	3087	4289	4942
ADAMTS8	45	66	65
ADAMTS15	2248	1713	3382
SNX19	268	361	357
NTM	220	451	776
OPCML	12860	10624	6025
SPATA19	633	791	552
IGSF9B	264	185	466
JAM3	1962	829	1025
NCAPD3	324	291	323
VPS26B	4191	7642	9262
THYN1	2923	4238	2860
ACAD8	87	136	122
GLB1L3	453	557	383
GLB1L2	94	46	58
B3GAT1	1417	1489	2096
TUBB8	2089	1547	2984
ZMYND11	105	403	486
DIP2C	1755	2509	2328
PRR26	4178	7134	5198
LARP4B	2524	1382	757
GTPBP4	813	341	848
IDI2	9425	8561	8263
IDI1	1877	2577	3343
WDR37	579	531	376
ADARB2	2219	2973	2481
PFKP	392	545	926
PITRM1	1634	1559	1512
KLF6	826	910	1107
AKR1E2	223	144	416
AKR1C1	371	304	382
AKR1C2	1898	570	2752
AKR1C3	3496	1800	1781
AKR1C4	5100	4205	4075
UCN3	820	1020	785
TUBAL3	5336	2418	4815
NET1	92	188	90
CALML5	3308	3312	3515
CALML3	1583	1274	1141
ASB13	557	736	791
FAM208B	71	165	55
GDI2	2012	987	2943
ANKRD16	3494	2097	4485
FBXO18	2197	2946	2966
IL15RA	6347	5481	9314
IL2RA	748	1020	1994
RBM17	7293	3905	7105
PFKFB3	1471	3282	1851
PRKCQ	2604	3703	1651
SFMBT2	3125	3997	3100
ITIH5	1096	812	533
ITIH2	309	261	356
KIN	2212	1866	1577
ATP5C1	553	811	657
TAF3	2547	1179	3049
GATA3	2371	3193	1772
CELF2	1361	1857	1398
USP6NL	3480	4200	7926
ECHDC3	1072	1028	3603
PROSER2	825	357	417
UPF2	59	36	40
DHTKD1	107	36	22
SEC61A2	984	1134	965
NUDT5	6217	5241	3330
CDC123	138	264	248
CAMK1D	1211	525	923
CCDC3	1082	969	3196
OPTN	4063	1257	2659
MCM10	5993	4471	2869
UCMA	1330	1561	1922
PHYH	823	1298	3249
SEPHS1	190	61	322
BEND7	382	281	793
PRPF18	445	306	355
RP11-295P9.13	15339	11480	6586
FRMD4A	2015	1898	649
FAM107B	10091	9087	8424
CDNF	2423	3782	2955
HSPA14	676	1139	332
SUV39H2	895	1495	1947
DCLRE1C	4747	7520	9542
MEIG1	1389	1604	2108
OLAH	1509	1316	1198
ACBD7	330	444	132
RPP38	181	321	508
NMT2	55	45	46
FAM171A1	95	53	86
ITGA8	2378	4169	2990
FAM188A	7160	4496	4250
PTER	41	17	70
C1QL3	1973	2146	1954
RSU1	779	978	930
CUBN	972	1275	641
TRDMT1	876	2691	1422
VIM	2566	1888	1008
ST8SIA6	1074	2826	2687
HACD1	1038	1497	1515
STAM	5261	3928	7934
TMEM236	3223	3141	1216
MRC1	5757	6382	3303
SLC39A12	4869	4579	1226
CACNB2	3663	6808	3409
NSUN6	1011	1363	1461
ARL5B	2818	3363	3457
MALRD1	462	440	222
PLXDC2	72	140	181
NEBL	63	127	54
C10orf113	7527	2581	2298
CASC10	1339	1377	993
SKIDA1	1584	3287	2445
MLLT10	43	40	43
DNAJC1	163	169	144
EBLN1	339	227	289
COMMD3	3598	8104	4471
COMMD3-BMI1	1082	1301	1906
BMI1	2326	1699	2280
SPAG6	7250	2404	2024
PIP4K2A	4928	15262	4886
ARMC3	189	96	90
MSRB2	2939	3633	1927
PTF1A	7431	4292	8474
C10orf67	4294	5735	6709
OTUD1	1340	2191	4664
KIAA1217	3627	1573	4924
ARHGAP21	7000	3824	4979
PRTFDC1	890	1642	3959
ENKUR	650	418	494
THNSL1	2906	4576	3435
GPR158	2298	3708	1538
MYO3A	850	2655	852
GAD2	5268	6654	4768
APBB1IP	5181	4687	6257
PDSS1	2560	7171	3359
ABI1	4724	1824	2850
ANKRD26	5622	1810	1453
YME1L1	1149	843	437
MASTL	1774	1348	528
ACBD5	3308	2976	2605
PTCHD3	2142	1389	1056
RAB18	6881	5592	6142
MKX	2726	6093	3777
ARMC4	1870	960	972
MPP7	296	282	980
WAC	3116	1913	2011
BAMBI	3758	2022	2731
LYZL1	6334	6722	2802
SVIL	1294	1041	1367
KIAA1462	652	1443	1590
MTPAP	5713	4820	4360
MAP3K8	1112	1942	1017
LYZL2	5101	5072	6796
ZNF438	2869	2034	3064
ZEB1	2416	2151	2703
ARHGAP12	6650	3865	5313
KIF5B	1990	2914	2011
EPC1	236	299	464
CCDC7	3526	1282	1202
AL356053.1	2542	1395	1284
ITGB1	630	394	488
NRP1	10	2	5
PARD3	6	3	3
CUL2	1905	1857	2197
CREM	461	353	571
CCNY	456	775	466
GJD4	2	2	2
FZD8	26	47	53
ANKRD30A	2295	2992	1617
MTRNR2L7	8711	8336	6193
AL135791.1	1273	1039	870
ZNF248	219	260	383
ZNF25	3818	6412	5769
ZNF33A	4208	8594	5884
ZNF37A	3599	2079	1882
ZNF33B	154	198	241
BMS1	302	196	221
RET	1075	2417	652
CSGALNACT2	315	219	358
RASGEF1A	2647	3474	3489
FXYD4	6765	6020	12771
HNRNPF	37	66	26
ZNF487	3954	17188	7918
ZNF239	3958	3598	5010
ZNF485	4088	3185	2020
ZNF32	1061	668	907
C10orf142	2649	1728	1576
CXCL12	1211	1831	1619
TMEM72	10967	4834	4986
RASSF4	1897	1595	1726
C10orf10	58	87	57
ZNF22	7357	1837	4093
OR13A1	445	356	840
ALOX5	1000	1545	3153
MARCH8	665	701	760
ZFAND4	1616	808	937
FAM21C	4932	5115	7312
AGAP4	1998	1452	1190
TIMM23	1506	2082	2419
NCOA4	8139	5365	5210
MSMB	4217	7306	6558
ANTXRL	1059	623	848
AGAP14P	3974	2502	3473
ANXA8L1	7281	14657	13058
NPY4R	1409	3738	989
GPRIN2	773	1051	346
SYT15	1750	1449	2815
PTPN20	2304	807	751
GDF10	4122	1519	4587
GDF2	671	498	333
RBP3	2795	1728	1862
ZNF488	644	476	188
ANXA8	609	1899	823
FAM25G	686	1680	405
AGAP9	735	767	363
ABC7-42404400C24.1	2148	1027	1807
CH17-360D5.1	4326	3089	2317
FAM25C	307	273	111
FRMPD2	1542	619	2650
MAPK8	24	36	84
ARHGAP22	7102	4175	3037
WDFY4	4873	5898	7429
LRRC18	2854	2768	2298
VSTM4	710	488	634
FAM170B	84	124	74
C10orf128	209	182	515
C10orf71	4393	2378	1326
DRGX	174	72	134
ERCC6	171	271	204
PGBD3	1420	722	1610
CHAT	1553	1654	2568
SLC18A3	1369	1806	985
C10orf53	194	105	99
OGDHL	1739	3312	2883
PARG	1398	1216	1846
TIMM23B	954	2301	1452
AGAP6	434	365	309
FAM21A	48	23	34
ASAH2	524	762	887
SGMS1	943	647	1660
ASAH2B	3035	1000	1033
A1CF	890	750	1445
PRKG1	1627	1434	2218
CSTF2T	70	76	53
DKK1	3448	4558	1687
MBL2	3188	1738	700
PCDH15	634	1110	1282
MTRNR2L5	866	1115	1826
ZWINT	1845	2212	2442
IPMK	481	1459	620
CISD1	2426	1096	1346
UBE2D1	1250	1630	1010
TFAM	2576	1181	1233
BICC1	1701	1204	1402
PHYHIPL	5204	2083	4782
FAM13C	2117	2264	5025
SLC16A9	195	257	391
MRLN	855	573	265
CCDC6	387	520	606
ANK3	650	915	544
CDK1	898	1473	1467
RHOBTB1	1567	2344	3606
TMEM26	310	469	355
C10orf107	964	778	977
ARID5B	6680	7661	7118
RTKN2	798	538	480
ZNF365	1570	3165	2900
ADO	66	53	30
EGR2	2930	9086	5493
NRBF2	5392	4783	7972
JMJD1C	2162	1097	1599
REEP3	537	343	203
CTNNA3	958	417	337
LRRTM3	6045	4767	6562
DNAJC12	6540	5487	6327
SIRT1	1974	2190	2500
HERC4	26	29	34
MYPN	1829	2799	880
ATOH7	1059	183	1231
PBLD	485	440	314
HNRNPH3	17	9	15
RUFY2	376	265	335
DNA2	3114	1282	697
SLC25A16	2134	1918	2994
TET1	378	199	739
CCAR1	5250	3588	1781
STOX1	53	72	80
DDX50	5842	3768	8031
DDX21	860	692	737
KIF1BP	32	26	48
SRGN	938	1828	1217
VPS26A	2026	2290	5389
SUPV3L1	1129	1090	1362
HKDC1	1368	811	1841
HK1	661	509	1310
TACR2	575	689	885
TSPAN15	1131	1172	4308
NEUROG3	4680	2929	3361
C10orf35	2961	4071	2627
COL13A1	1849	1731	2058
H2AFY2	440	122	180
AIFM2	1007	1260	721
TYSND1	8294	17910	6344
SAR1A	276	153	276
PPA1	10076	8876	5844
NPFFR1	6402	7995	4873
LRRC20	351	119	109
EIF4EBP2	2055	889	1339
NODAL	22	13	33
PALD1	4	4	5
PRF1	7831	13320	3194
ADAMTS14	2254	2528	1569
TBATA	1031	872	780
SGPL1	2450	1705	1561
PCBD1	1057	850	2356
UNC5B	282	172	181
SLC29A3	2291	2800	1586
CDH23	819	1441	1737
C10orf105	5369	3548	2069
C10orf54	296	696	224
PSAP	7383	5283	10881
CHST3	4129	2148	792
SPOCK2	352	341	678
ASCC1	6411	8090	6039
ANAPC16	1467	1812	2711
DDIT4	5327	5683	7774
DNAJB12	71	54	56
MICU1	2439	3610	2198
MCU	278	504	275
OIT3	1764	2732	5583
PLA2G12B	802	1453	2795
P4HA1	1707	1077	1293
NUDT13	4913	2854	5574
ECD	2043	2142	1209
FAM149B1	1033	2254	981
DNAJC9	82	102	111
MRPS16	1731	1268	1278
CFAP70	5843	5977	3275
ANXA7	4691	3763	4513
MSS51	2284	2535	10151
PPP3CB	1785	1310	493
USP54	4107	3539	2266
MYOZ1	844	1536	410
SYNPO2L	1329	2108	2459
AGAP5	5803	5008	7425
SEC24C	4773	1217	2445
FUT11	54	78	45
CHCHD1	453	341	384
ZSWIM8	4322	3362	2954
RP11-574K11.31	978	1158	1010
NDST2	49	113	56
CAMK2G	2371	1695	2128
PLAU	1597	863	1374
C10orf55	2079	2267	970
VCL	5232	2623	3166
AP3M1	1553	1442	1768
ADK	4553	3814	1354
KAT6B	1775	1801	1894
DUPD1	905	1278	624
DUSP13	257	1109	359
SAMD8	8783	4232	5057
VDAC2	3727	2772	1641
COMTD1	238	150	227
ZNF503	4798	2041	1541
C10orf11	2774	3320	6025
AC013286.1	20867	11148	10084
KCNMA1	1718	5897	3730
DLG5	4667	1153	4888
POLR3A	58	43	153
RPS24	3388	2399	1922
ZMIZ1	8198	7309	6556
PPIF	345	200	333
ZCCHC24	3091	1430	1863
EIF5AL1	183	161	97
SFTPA2	4800	3833	2711
SFTPA1	218	240	145
NUTM2B	694	388	700
NUTM2E	10795	5883	7878
SFTPD	875	398	968
TMEM254	1571	802	699
PLAC9	2264	6574	2824
ANXA11	1059	1025	1015
MAT1A	557	994	3726
DYDC1	374	326	505
DYDC2	899	624	1226
FAM213A	8521	5495	3899
TSPAN14	1018	1271	1491
SH2D4B	779	1364	561
NRG3	1013	725	1238
GHITM	10465	11059	3928
C10orf99	596	1150	936
CDHR1	712	879	328
LRIT2	12432	4314	3710
LRIT1	837	508	924
RGR	1505	2859	2506
CCSER2	4158	4650	1701
GRID1	3551	3869	2925
WAPL	1261	1603	1269
OPN4	2417	3921	2819
LDB3	12980	5331	12393
BMPR1A	3802	4216	4023
MMRN2	834	876	1945
SNCG	2275	1085	1949
ADIRF	1104	1623	1784
FAM25A	1770	2196	629
GLUD1	227	444	285
FAM35A	1237	2976	5521
NUTM2A	181	96	180
NUTM2D	1226	1487	1966
MINPP1	8189	4149	1843
PAPSS2	185	333	123
ATAD1	1003	669	987
KLLN	266	321	220
PTEN	2085	1777	2659
RNLS	339	241	78
LIPJ	607	805	603
LIPF	2938	3437	5695
LIPK	77	46	33
LIPN	2482	10520	5862
LIPM	2252	2617	1962
ANKRD22	92	127	110
STAMBPL1	277	306	660
ACTA2	170	152	182
FAS	1573	2218	1206
CH25H	1762	1941	2091
LIPA	1884	849	1464
IFIT2	35	30	9
IFIT3	1959	5871	5089
IFIT1B	2872	4882	4409
IFIT1	1550	572	1989
IFIT5	1378	1018	1279
SLC16A12	185	120	209
PANK1	1560	2578	1003
KIF20B	246	221	378
HTR7	2123	1856	1158
RPP30	423	419	491
ANKRD1	87	64	36
PCGF5	3192	4100	3683
HECTD2	1584	1232	1886
PPP1R3C	4322	2414	2719
TNKS2	1393	814	610
FGFBP3	3013	12225	10094
BTAF1	1046	611	1507
CPEB3	10711	4039	3989
MARCH5	182	225	84
IDE	2818	850	1026
KIF11	1186	1940	1476
HHEX	2151	2465	3450
EXOC6	3209	1374	689
CYP26C1	2559	4614	5539
CYP26A1	826	1779	3219
MYOF	958	1245	682
CEP55	194	224	120
FFAR4	4584	2436	4298
RBP4	1724	1983	1397
PDE6C	1138	1077	2302
FRA10AC1	1457	3290	2730
LGI1	2162	4753	2865
SLC35G1	2497	575	332
PLCE1	1574	1564	1627
NOC3L	703	673	658
TBC1D12	1669	847	1474
HELLS	1393	2153	1900
CYP2C18	3976	3958	5434
RP11-400G3.5	329	264	224
CYP2C19	12782	4718	14903
CYP2C9	949	870	1197
CYP2C8	268	165	343
ACSM6	556	414	418
PDLIM1	1569	1667	825
SORBS1	689	1246	512
ALDH18A1	2189	1296	3243
TCTN3	859	933	592
ENTPD1	132	89	125
AL365273.1	704	792	1881
RP11-248J23.7	1269	1080	4698
CC2D2B	6351	3524	4703
CCNJ	612	1268	1285
ZNF518A	4403	4648	8038
BLNK	1270	1238	1359
DNTT	957	298	1370
OPALIN	1671	2198	1913
TLL2	904	1746	863
TM9SF3	452	147	570
PIK3AP1	2347	2739	2170
LCOR	2224	4859	1776
SLIT1	164	190	195
ARHGAP19-SLIT1	49	67	13
ARHGAP19	126	383	141
FRAT1	0	6	2
FRAT2	3153	2356	3105
RRP12	8136	4541	6263
PGAM1	2275	5609	5197
EXOSC1	571	671	219
ZDHHC16	644	377	481
MMS19	429	592	697
UBTD1	106	198	88
ANKRD2	1947	2359	3723
HOGA1	54	112	77
RP11-548K23.11	174	155	104
C10orf62	1736	781	2134
MORN4	1518	579	764
PI4K2A	457	555	765
AVPI1	1661	1838	1340
MARVELD1	1902	5499	5948
ZFYVE27	585	1883	1009
SFRP5	434	684	1472
GOLGA7B	243	71	152
CRTAC1	135	199	111
R3HCC1L	30	109	201
LOXL4	145	93	66
PYROXD2	1462	2365	472
HPS1	2669	1834	1507
HPSE2	912	1595	970
CNNM1	1006	954	1540
GOT1	474	721	659
NKX2-3	1984	6785	3361
SLC25A28	2276	695	2505
ENTPD7	2087	3279	2877
CUTC	4362	2961	3616
COX15	4319	4007	5404
ABCC2	599	432	393
DNMBP	3700	5979	5559
CPN1	182	145	374
ERLIN1	483	239	691
CHUK	444	941	1082
CWF19L1	482	223	384
BLOC1S2	1005	656	1473
PKD2L1	128	247	323
SCD	5125	4790	2064
WNT8B	834	1274	919
SEC31B	4107	1414	858
RP11-411B6.6	1230	804	1575
NDUFB8	2410	8118	6285
HIF1AN	283	1054	684
PAX2	2746	5541	5951
SLF2	10678	2705	6105
MRPL43	3532	4797	3324
SEMA4G	4065	3855	1819
C10orf2	1471	1908	2093
LZTS2	1236	3096	3415
PDZD7	27	31	36
SFXN3	6	3	17
KAZALD1	2423	1983	633
TLX1	5849	9903	2429
LBX1	7642	5128	11479
BTRC	2547	3387	3183
DPCD	2864	1769	1220
POLL	668	745	1902
FBXW4	846	4743	1815
